id,type,attack_id,attack_name,attack_description
attack-pattern--11bd699b-f2c2-4e48-bf46-fb3f8acd9799,pre-attack,['T1425'],Insecure Third-Party Libraries,
attack-pattern--11c2c2b7-1fd4-408f-bc2e-fe772ef9df5e,['mobile-attack'],"['T1636', 'APP-13']",Protected User Data,adversaries may utilize standard operating system apis to collect data from permission backed data stores on a device  such as the calendar or contact list  these permissions need to be declared ahead of time  on android  they must be included in the application s manifest  on ios  they must be included in the application s  info_plist  file        in almost all cases  the user is required to grant access to the data store that the application is trying to access  in recent os versions  vendors have introduced additional privacy controls for users  such as the ability to grant permission to an application only while the application is being actively used by the user       if the device has been jailbroken or rooted  an adversary may be able to access  protected user  without the user s knowledge or approval 
attack-pattern--16d73b64-5681-4ea0-9af4-4ad86f7c96e8,['mobile-attack'],['T1521.002'],Asymmetric Cryptography,adversaries may employ a known asymmetric encryption algorithm to conceal command and control traffic  rather than relying on any inherent protections provided by a communication protocol  asymmetric cryptography  also known as public key cryptography  uses a keypair per party  one public that can be freely distributed  and one private that should not be distributed  due to how asymmetric algorithms work  the sender encrypts data with the receiver s public key and the receiver decrypts the data with their private key  this ensures that only the intended recipient can read the encrypted data  common public key encryption algorithms include rsa  elgamal  and ecdsa_  for efficiency  many protocols  including ssl tls  use symmetric cryptography once a connection is established  but use asymmetric cryptography to establish or transmit a key  as such  these protocols are classified as  asymmetric
attack-pattern--198ce408-1470-45ee-b47f-7056050d4fc2,['mobile-attack'],"['T1418', 'APP-12']",Software Discovery,adversaries may attempt to get a listing of applications that are installed on a device  adversaries may use the information from  software  during automated discovery to shape follow on behaviors  including whether or not to fully infect the target and or attempts specific actions       adversaries may attempt to enumerate applications for a variety of reasons  such as figuring out what security measures are present or to identify the presence of target applications 
attack-pattern--1b51f5bc-b97a-498a-8dbd-bc6b1901bf19,['mobile-attack'],['T1424'],Process Discovery,adversaries may attempt to get information about running processes on a device  information obtained could be used to gain an understanding of common software applications running on devices within a network  adversaries may use the information from  process  during automated discovery to shape follow on behaviors  including whether or not the adversary fully infects the target and or attempts specific actions       recent android security enhancements have made it more difficult to obtain a list of running processes  on android   and later  there is no way for an application to obtain the process list without abusing elevated privileges  this is due to the android kernel utilizing the  hidepid  mount feature  prior to android    applications could utilize the  ps  command or examine the   proc  directory on the device       in ios  applications have previously been able to use the  sysctl  command to obtain a list of running processes  this functionality has been removed in later ios versions 
attack-pattern--1d1b1558-c833-482e-aabb-d07ef6eae63d,['mobile-attack'],"['T1636.002', 'APP-13']",Call Log,adversaries may utilize standard operating system apis to gather call log data  on android  this can be accomplished using the call log content provider  ios provides no standard api to access the call log       if the device has been jailbroken or rooted  an adversary may be able to access the  call  without the user s knowledge or approval 
attack-pattern--1d44f529-6fe6-489f-8a01-6261ac43f05e,['mobile-attack'],"['T1418.001', 'APP-12']",Security Software Discovery,adversaries may attempt to get a listing of security applications and configurations that are installed on a device  this may include things such as mobile security products  adversaries may use the information from  security software  during automated discovery to shape follow on behaviors  including whether or not to fully infect the target and or attempt specific actions 
attack-pattern--1f96d624-8409-4472-ad8a-30618ee6b2e2,pre-attack,['T1434'],App Delivered via Email Attachment,
attack-pattern--1ff89c1b-7615-4fe8-b9cb-63aaf52e6dee,['mobile-attack'],['T1631.001'],Ptrace System Calls,adversaries may inject malicious code into processes via ptrace  process trace  system calls in order to evade process based defenses as well as possibly elevate privileges  ptrace system call injection is a method of executing arbitrary code in the address space of a separate live process     ptrace system call injection involves attaching to and modifying a running process  the ptrace system call enables a debugging process to observe and control another process  and each individual thread   including changing memory and register values_ citation  ptrace man  ptrace system call injection is commonly performed by writing arbitrary code into a running process  e_g_  by using  malloc   then invoking that memory with  ptrace_setregs  to set the register containing the next instruction to execute  ptrace system call injection can also be done with  ptrace_poketext   ptrace_pokedata   which copy data to a specific address in the target process's memory  e_g_  the current address of the next instruction _ citation  ptrace man  citation  medium ptrace jul          ptrace system call injection may not be possible when targeting processes with high privileges  and on some systems those that are non child processes_ citation  bh linux inject     running code in the context of another process may allow access to the process's memory  system network resources  and possibly elevated privileges  execution via ptrace system call injection may also evade detection from security products since the execution is masked under a legitimate process 
attack-pattern--20b0931a-8952-42ca-975f-775bad295f1a,['mobile-attack'],"['T1629', 'APP-22']",Impair Defenses,adversaries may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms  this not only involves impairing preventative defenses  such as anti virus  but also detection capabilities that defenders can use to audit activity and identify malicious behavior  this may span both native defenses as well as supplemental capabilities installed by users or mobile endpoint administrators 
attack-pattern--2204c371-6100-4ae0-82f3-25c07c29772a,['mobile-attack'],['T1453'],Abuse Accessibility Features,  this technique has been deprecated  please use  input   input  and  input  where appropriate_    a malicious app could abuse android's accessibility features to capture sensitive data or perform other malicious actions_  adversaries may abuse accessibility features on android to emulate a user's clicks  for example to steal money from a user's bank account_  adversaries may abuse accessibility features on android devices to evade defenses by repeatedly clicking the  back  button when a targeted app manager or mobile security app is launched  or when strings suggesting uninstallation are detected in the foreground  this effectively prevents the malicious application from being uninstalled 
attack-pattern--22379609-a99f-4a01-bd7e-70f3e105859d,['mobile-attack'],"['T1428', 'APP-32']",Exploitation of Remote Services,adversaries may exploit remote services of enterprise servers  workstations  or other resources to gain unauthorized access to internal systems once inside of a network  adversaries may exploit remote services by taking advantage of a mobile device s access to an internal enterprise network through local connectivity or through a virtual private network  vpn   exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program  service  or within the operating system software or kernel itself to execute adversary controlled code  a common goal for post compromise exploitation of remote services is for lateral movement to enable access to a remote system    an adversary may need to determine if the remote system is in a vulnerable state  which may be done through  network service  or other discovery methods  these look for common  vulnerable software that may be deployed in the network  the lack of certain patches that may indicate vulnerabilities  or security software that may be used to detect or contain remote exploitation  servers are likely a high value target for lateral movement exploitation  but endpoint systems may also be at risk if they provide an advantage or access to additional resources_  depending on the permissions level of the vulnerable remote service  an adversary may achieve  exploitation for privilege  as a result of lateral movement exploitation as well 
attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,['mobile-attack'],"['T1437.001', 'APP-29']",Web Protocols,adversaries may communicate using application layer protocols associated with web protocols traffic to avoid detection network filtering by blending in with existing traffic  commands to remote mobile devices  and often the results of those commands  will be embedded within the protocol traffic between the mobile client and server    web protocols such as http and https are used for web traffic as well as well as notification services native to mobile messaging services such as google cloud messaging  gcm  and newly  firebase cloud messaging  fcm    gcm fcm  two way communication  and apple push notification service  apns  one way server to device    such notification services leverage http s via the respective api and are commonly abused on android and ios respectively in order blend in with routine device traffic making it difficult for enterprises to inspect 
attack-pattern--233fe2c0-cb41-4765-b454-e0087597fbce,['mobile-attack'],['T1635'],Steal Application Access Token,adversaries can steal user application access tokens as a means of acquiring credentials to access remote systems and resources  this can occur through social engineering or uri hijacking and typically requires user action to grant access  such as through a system  open with  dialogue     application access tokens are used to make authorized api requests on behalf of a user and are commonly used as a way to access resources in cloud based applications and software as a service  saas _ citation  auth    why you should always use access tokens to secure apis sept       oauth is one commonly implemented framework used to issue tokens to users for access to systems  an application desiring access to cloud based services or protected apis can gain entry through oauth  _  using a variety of authorization protocols  an example of a commonly used sequence is microsoft's authorization code grant flow_ citation  microsoft identity platform protocols may       citation  microsoft   oauth code authorization flow   june       an oauth access token enables a third party application to interact with resources containing user data in the ways requested without requiring user credentials 
attack-pattern--24a77e53-0751-46fc-b207-99378fb35c08,['mobile-attack'],['T1628.002'],User Evasion,adversaries may attempt to avoid detection by hiding malicious behavior from the user  by doing this  an adversary s modifications would most likely remain installed on the device for longer  allowing the adversary to continue to operate on that device    while there are many ways this can be accomplished  one method is by using the device s sensors  by utilizing the various motion sensors on a device  such as accelerometer or gyroscope  an application could detect that the device is being interacted with  that way  the application could continue to run while the device is not in use but cease operating while the user is using the device  hiding anything that would indicate malicious activity was ongoing  accessing the sensors in this way does not require any permissions from the user  so it would be completely transparent 
attack-pattern--27d18e87-8f32-4be1-b456-39b90454360f,['mobile-attack'],['T1633'],Virtualization/Sandbox Evasion,adversaries may employ various means to detect and avoid virtualization and analysis environments  this may include changing behaviors after checking for the presence of artifacts indicative of a virtual machine environment  vme  or sandbox  if the adversary detects a vme  they may alter their malware s behavior to disengage from the victim or conceal the core functions of the payload  they may also search for vme artifacts before dropping further payloads  adversaries may use the information learned from  virtualization sandbox  during automated discovery to shape follow on behaviors    adversaries may use several methods to accomplish  virtualization sandbox  such as checking for system artifacts associated with analysis or virtualization  adversaries may also check for legitimate user activity to help determine if it is in an analysis environment 
attack-pattern--27f483c6-6666-44fa-8532-ffd5fc7dab38,['mobile-attack'],"['T1579', 'AUT-11']",Keychain,adversaries may collect the keychain storage data from an ios device to acquire credentials  keychains are the built in way for ios to keep track of users' passwords and credentials for many services and features such as wi fi passwords  websites  secure notes  certificates  private keys  and vpn credentials_  on the device  the keychain database is stored outside of application sandboxes to prevent unauthorized access to the raw data  standard ios apis allow applications access to their own keychain contained within the database  by utilizing a privilege escalation exploit or existing root access  an adversary can access the entire encrypted database_ citation  apple keychain services  citation  elcomsoft decrypt keychain 
attack-pattern--29e07491-8947-43a3-8d4e-9a787c45f3d3,['mobile-attack'],"['T1413', 'APP-3', 'APP-13']",Access Sensitive Data in Device Logs,on versions of android prior to  _   an adversary may use a malicious application that holds the read_logs permission to obtain private keys  passwords  other credentials  or other sensitive data stored in the device's system log  on android  _  and later  an adversary would need to attempt to perform an operating system privilege escalation attack to be able to access the log 
attack-pattern--29f1f56c-7b7a-4c14-9e39-59577ea2743c,['mobile-attack'],['T1623'],Command and Scripting Interpreter,adversaries may abuse command and script interpreters to execute commands  scripts  or binaries  these interfaces and languages provide ways of interacting with computer systems and are a common feature across many different platforms  most systems come with some built in command line interface and scripting capabilities  for example  android is a unix like os and includes a basic  unix  that can be accessed via the android debug bridge  adb  or java s  runtime  package_  adversaries may abuse these technologies in various ways as a means of executing arbitrary commands  commands and scripts can be embedded in  initial  payloads delivered to victims as lure documents or as secondary payloads downloaded from an existing c   adversaries may also execute commands through interactive terminals shells 
attack-pattern--2aa78dfd-cb6f-4c70-9408-137cfd96be49,['mobile-attack'],['T1629.003'],Disable or Modify Tools,adversaries may disable security tools to avoid potential detection of their tools and activities  this can take the form of disabling security software  modifying selinux configuration  or other methods to interfere with security tools scanning or reporting information  this is typically done by abusing device administrator permissions or using system exploits to gain root access to the device to modify protected system files 
attack-pattern--2bb20118-e6c0-41dc-a07c-283ea4dd0fb8,['mobile-attack'],['T1544'],Ingress Tool Transfer,adversaries may transfer tools or other files from an external system onto a compromised device to facilitate follow on actions  files may be copied from an external adversary controlled system through the command and control channel  or through alternate protocols with another tool such as ftp 
attack-pattern--2ccc3d39-9598-4d32-9657-42e1c7095d26,['mobile-attack'],['T1637'],Dynamic Resolution,adversaries may dynamically establish connections to command and control infrastructure to evade common detections and remediations  this may be achieved by using malware that shares a common algorithm with the infrastructure the adversary uses to receive the malware's communications  this algorithm can be used to dynamically adjust parameters such as the domain name  ip address  or port number the malware uses for command and control 
attack-pattern--2d646840-f6f5-4619-a5a8-29c8316bbac5,['mobile-attack'],['T1477'],Exploit via Radio Interfaces,the mobile device may be targeted for exploitation through its interface to cellular networks or other radio interfaces_      baseband vulnerability exploitation  a message sent over a radio interface  typically cellular  but potentially bluetooth  gps  nfc  wi fi or other  to the mobile device could exploit a vulnerability in code running on the device_      malicious sms message  an sms message could contain content designed to exploit vulnerabilities in the sms parser on the receiving device  an sms message could also contain a link to a web site containing malicious content designed to exploit the device web browser  vulnerable sim cards may be remotely exploited and reprogrammed via sms messages 
attack-pattern--2de38279-043e-47e8-aaad-1b07af6d0790,['mobile-attack'],['T1423'],Network Service Scanning,adversaries may attempt to get a listing of services running on remote hosts  including those that may be vulnerable to remote software exploitation  methods to acquire this information include port scans and vulnerability scans from the mobile device  this technique may take advantage of the mobile device's access to an internal enterprise network either through local connectivity or through a virtual private network  vpn  
attack-pattern--2f0e8d80-4b8b-4f4a-b5cc-132afe7e057d,['mobile-attack'],['T1618'],User Evasion,adversaries may attempt to avoid detection by hiding malicious behavior from the user  by doing this  an adversary s modifications would most likely remain installed on the device for longer  allowing the adversary to continue to operate on that device    while there are many ways this can be accomplished  one method is by using the device s sensors  by utilizing the various motion sensors on a device  such as accelerometer or gyroscope  an application could detect that the device is being interacted with  that way  the application could continue to run while the device is not in use but cease operating while the user is using the device  hiding anything that would indicate malicious activity was ongoing  accessing the sensors in this way does not require any permissions from the user  so it would be completely transparent 
attack-pattern--32063d7f-0a39-440d-a4a3-2694488f96cc,['mobile-attack'],"['T1646', 'APP-29']",Exfiltration Over C2 Channel,adversaries may steal data by exfiltrating it over an existing command and control channel  stolen data is encoded into the normal communications channel using the same protocol as command and control communications 
attack-pattern--351c0927-2fc1-4a2c-ad84-cbbee7eb8172,['mobile-attack'],"['T1404', 'APP-26']",Exploitation for Privilege Escalation,adversaries may exploit software vulnerabilities in order to to elevate privileges  exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in an application  service  within the operating system software  or kernel itself to execute adversary controlled code  security constructions  such as permission levels  will often hinder access to information and use of certain techniques  adversaries will likely need to perform privilege escalation to include use of software exploitation to circumvent those restrictions    when initially gaining access to a device  an adversary may be operating within a lower privileged process which will prevent them from accessing certain resources on the system  vulnerabilities may exist  usually in operating system components and applications running at higher permissions  that can be exploited to gain higher levels of access on the system  this could enable someone to move from unprivileged or user  level permission to root permissions depending on the component that is vulnerable 
attack-pattern--351ddf79-2d3a-41b4-9bef-82ea5d3ccd69,['mobile-attack'],"['T1616', 'APP-41', 'CEL-42', 'CEL-36', 'CEL-18']",Call Control,adversaries may make  forward  or block phone calls without user authorization  this could be used for adversary goals such as audio surveillance  blocking or forwarding calls from the device owner  or c  communication_  several permissions may be used to programmatically control phone calls  including      answer_phone_calls    allows the application to answer incoming phone calls citation  android permissions     call_phone    allows the application to initiate a phone call without going through the dialer interface citation  android permissions     process_outgoing_calls    allows the application to see the number being dialed during an outgoing call with the option to redirect the call to a different number or abort the call altogether citation  android permissions     manage_own_calls    allows a calling application which manages its own calls through the self managed  connectionservice  apis citation  android permissions     bind_telecom_connection_service    required permission when using a  connectionservice  citation  android permissions     write_call_log    allows an application to write to the device call log  potentially to hide malicious phone calls citation  android permissions   when granted some of these permissions  an application can make a phone call without opening the dialer first  however  if an application desires to simply redirect the user to the dialer with a phone number filled in  it can launch an intent using  intent_action_dial   which requires no specific permissions  this then requires the user to explicitly initiate the call or use some form of  input  to programmatically initiate it 
attack-pattern--37047267-3e56-453c-833e-d92b68118120,['mobile-attack'],"['T1639.001', 'APP-30']",Exfiltration Over Unencrypted Non-C2 Protocol,adversaries may steal data by exfiltrating it over an un encrypted network protocol other than that of the existing command and control channel  the data may also be sent to an alternate network location from the main command and control server_  adversaries may opt to obfuscate this data  without the use of encryption  within network protocols that are natively unencrypted  such as http  ftp  or dns   adversaries may employ custom or publicly available encoding compression algorithms  such as base    or embed data within protocol headers and fields 
attack-pattern--3775a580-a1d1-46c4-8147-c614a715f2e9,['mobile-attack'],['T1624.001'],Broadcast Receivers,adversaries may establish persistence using system mechanisms that trigger execution based on specific events  mobile operating systems have means to subscribe to events such as receiving an sms message  device boot completion  or other device activities    an intent is a message passed between android applications or system components  applications can register to receive broadcast intents at runtime  which are system wide intents delivered to each app when certain events happen on the device  such as network changes or the user unlocking the screen  malicious applications can then trigger certain actions within the app based on which broadcast intent was received    in addition to android system intents  malicious applications can register for intents broadcasted by other applications  this allows the malware to respond based on actions in other applications  this behavior typically indicates a more intimate knowledge  or potentially the targeting of specific devices  users  or applications    in android    api level      broadcast intent behavior was changed  limiting the implicit intents that applications can register for in the manifest  in most cases  applications that register through the manifest will no longer receive the broadcasts  now  applications must register context specific broadcast receivers while the user is actively using the app_ citation  android changes to system broadcasts 
attack-pattern--3911658a-6506-4deb-9ab4-595a51ae71ad,['mobile-attack'],['T1436'],Commonly Used Port,adversaries may communicate over a commonly used port to bypass firewalls or network detection systems and to blend with normal network activity to avoid more detailed inspection    they may use commonly open ports such as    tcp     http    tcp      https    tcp     smtp    tcp udp     dns   they may use the protocol associated with the port or a completely different protocol 
attack-pattern--393e8c12-a416-4575-ba90-19cc85656796,['mobile-attack'],"['T1439', 'APP-0', 'APP-1']",Eavesdrop on Insecure Network Communication,if network traffic between the mobile device and remote servers is unencrypted or is encrypted in an insecure manner  then an adversary positioned on the network can eavesdrop on communication 
attack-pattern--39dd7871-f59b-495f-a9a5-3cb8cc50c9b2,['mobile-attack'],['T1517'],Access Notifications,adversaries may collect data within notifications sent by the operating system or other applications  notifications may contain sensitive data such as one time authentication codes sent over sms  email  or other mediums  in the case of credential access  adversaries may attempt to intercept one time code sent to the device  adversaries can also dismiss notifications to prevent the user from noticing that the notification has arrived and can trigger action buttons contained within notifications_ citation  eset  fa bypass 
attack-pattern--3b0b604f-10db-41a0-b54c-493124d455b9,['mobile-attack'],['T1410'],Network Traffic Capture or Redirection,an adversary may capture network traffic to and from the device to obtain credentials or other sensitive data  or redirect network traffic to flow through an adversary controlled gateway to do the same_  a malicious app could register itself as a vpn client on android or ios to gain access to network packets  however  on both platforms  the user must grant consent to the app to act as a vpn client  and on ios the app requires a special entitlement that must be granted by apple_  alternatively  if a malicious app is able to escalate operating system privileges  it may be able to use those privileges to gain access to network traffic_  an adversary could redirect network traffic to an adversary controlled gateway by establishing a vpn connection or by manipulating the device's proxy settings  for example  skycure  describes the ability to redirect network traffic by installing a malicious ios configuration profile_  if applications encrypt their network traffic  sensitive data may not be accessible to an adversary  depending on the point of capture 
attack-pattern--3dd58c80-4c2e-458c-9503-1b2cd273c4d2,['mobile-attack'],"['T1411', 'APP-31']",Input Prompt,the operating system and installed applications often have legitimate needs to prompt the user for sensitive information such as account credentials  bank account information  or personally identifiable information  pii   adversaries may mimic this functionality to prompt users for sensitive information_  compared to traditional pcs  the constrained display size of mobile devices may impair the ability to provide users with contextual information  making users more susceptible to this technique s use_  specific approaches to this technique include       impersonate the identity of a legitimate application  a malicious application could impersonate the identity of a legitimate application  e_g  use the same application name and or icon  and get installed on the device  the malicious app could then prompt the user for sensitive information_      display a prompt on top of a running legitimate application  a malicious application could display a prompt on top of a running legitimate application to trick users into entering sensitive information into the malicious application rather than the legitimate application  typically  the malicious application would need to know when the targeted application  and individual activity within the targeted application  is running in the foreground  so that the malicious application knows when to display its prompt  android  _  and  _ _   respectively  increased the difficulty of determining the current foreground application through modifications to the  activitymanager  api_  a malicious application can still abuse android s accessibility features to determine which application is currently in the foreground_ citation  threatfabric cerberus  approaches to display a prompt include     a malicious application could start a new activity on top of a running legitimate application  android    places new restrictions on the ability for an application to start a new activity on top of another application  which may make it more difficult for adversaries to utilize this technique_ citation  android background    a malicious application could create an application overlay window on top of a running legitimate application  applications must hold the  system_alert_window  permission to create overlay windows  this permission is handled differently than typical android permissions  and at least under certain conditions is automatically granted to applications installed from the google play store_ citation  cloak and dagger  citation  nowsecure android overlay  the  system_alert_window  permission and its associated ability to create application overlay windows are expected to be deprecated in a future release of android in favor of a new api_ citation  xda bubbles       fake device notifications  a malicious application could send fake device notifications to the user  clicking on the device notification could trigger the malicious application to display an input prompt_ citation  group ib gustuff mar      
attack-pattern--3e091a89-a493-4a6c-8e88-d57be19bb98d,['mobile-attack'],"['T1639', 'APP-30']",Exfiltration Over Alternative Protocol,adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel  the data may also be sent to an alternate network location from the main command and control server    alternate protocols include ftp  smtp  http s  dns  smb  or any other network protocol not being used as the main command and control channel  different protocol channels could also include web services such as cloud storage  adversaries may opt to also encrypt and or obfuscate these alternate channels 
attack-pattern--45dcbc83-4abc-4de1-b643-e528d1e9df09,pre-attack,['T1460'],Biometric Spoofing,
attack-pattern--46d818a5-67fa-4585-a7fc-ecf15376c8d5,['mobile-attack'],"['T1398', 'APP-26', 'APP-27']",Boot or Logon Initialization Scripts,adversaries may use scripts automatically executed at boot or logon initialization to establish persistence  initialization scripts are part of the underlying operating system and are not accessible to the user unless the device has been rooted or jailbroken 
attack-pattern--498e7b81-238d-404c-aa5e-332904d63286,['mobile-attack'],['T1627'],Execution Guardrails,adversaries may use execution guardrails to constrain execution or actions based on adversary supplied and environment specific conditions that are expected to be present on the target  guardrails ensure that a payload only executes against an intended target and reduces collateral damage from an adversary s campaign  values an adversary can provide about a target system or environment to use as guardrails may include environment information such as location_ citation  swb exodus march        guardrails can be used to prevent exposure of capabilities in environments that are not intended to be compromised or operated within  this use of guardrails is distinct from typical  system  while use of  system  may involve checking for known sandbox values and continuing with execution only if there is no match  the use of guardrails will involve checking for an expected target specific value and only continuing with execution if there is such a match 
attack-pattern--4c58b7c6-a839-4789-bda9-9de33e4d4512,['mobile-attack'],"['T1417.002', 'APP-31']",GUI Input Capture,adversaries may mimic common operating system gui components to prompt users for sensitive information with a seemingly legitimate prompt  the operating system and installed applications often have legitimate needs to prompt the user for sensitive information such as account credentials  bank account information  or personally identifiable information  pii   compared to traditional pcs  the constrained display size of mobile devices may impair the ability to provide users with contextual information  making users more susceptible to this technique s use_  there are several approaches adversaries may use to mimic this functionality  adversaries may impersonate the identity of a legitimate application  e_g  use the same application name and or icon  and  when installed on the device  may prompt the user for sensitive information  adversaries may also send fake device notifications to the user that may trigger the display of an input prompt when clicked_ citation  group ib gustuff mar         additionally  adversaries may display a prompt on top of a running  legitimate application to trick users into entering sensitive information into a malicious application rather than the legitimate application  typically  adversaries need to know when the targeted application and the individual activity within the targeted application is running in the foreground to display the prompt at the proper time  adversaries can abuse android s accessibility features to determine which application is currently in the foreground_ citation  threatfabric cerberus  two known approaches to displaying a prompt include     adversaries start a new activity on top of a running legitimate application  android    places new restrictions on the ability for an application to start a new activity on top of another application  which may make it more difficult for adversaries to utilize this technique_ citation  android background    adversaries create an application overlay window on top of a running legitimate application  applications must hold the  system_alert_window  permission to create overlay windows  this permission is handled differently than typical android permissions and  at least under certain conditions  is automatically granted to applications installed from the google play store_ citation  cloak and dagger  citation  nowsecure android overlay  the  system_alert_window  permission and its associated ability to create application overlay windows are expected to be deprecated in a future release of android in favor of a new api_ citation  xda bubbles 
