id,name,description,detects
T1556.003,module authentication,value library component passwd supply authentication harvest information abuse exchange modification plain module account guide resource user credential pamunix backdoor configuration etc hat patch adversary password apple file shadow text man pam code service system store access,share access information admin activity business ex hour security module account tool user aide configuration monitor etc ownership vpn file auditd build example pam change log logon system service behavior session machine time login path process use integrity correlate
T1578.004,revert cloud instance,management stop presence detection evidence revert remove tech activity data variation infrastructure apis snapshot cloud storage adversary vm technique dashboard republic change base provider machine attempt environment type aws instance,management addition one rollback event deactivation support activity identifier modification review plan header snapshot cloud storage configuration monitor persistence operation vm activation procedure change log tag system provider action type use instance
T1148,histcontrol,ignoredups command track respect trace ignorespace cover leave histcontrol default start history bashhistory also user set exist adversary keep file space example linux code log system environment use macos configure,
T1592,host information victim,site supply website name org collection t1598 t1596 http access information regard mitre language ex ip capability data medium reconnaissance scan database t1594 victim resource attack variety way scanbox set t1593 configuration form t1195 adversary visitor technique search t1588 detail target t1587 t1595 content functionality service system host action design t1133 chain use domain compromise opportunity,focus access information detection rate scanner effort threatconnect place activity infrastructure occurrence defender scanbox adversary visitor pattern organization target content visibility associate host internet design look stage lifecycle dec use
T1596.003,certificate,certificate ssl threat name source trust cert org t1598 harvest http access information register communication issue mitre order ex ca capability data medium t1199 reconnaissance scan victim resource tool attack actor form sign adversary web authority search location technique t1588 organization encrypt sslshopper target artifact content t1595 t1587 service origin lookup t1133 tl use traffic relationship opportunity,
T1056.001,,network org t1056 focus http hook keystroke api mitre effort function use dump capture callback modification data t1601 method user attack way credential acquire adversary period blog t1003 technique hardware image legacy log system input buffer process time adventure login session registry custom driver type window cisco access device intercept opportunity,value getasynckeystate write keylogging information installation api keystroke activity kernel modification data setwindowshook getkeystate disk monitor file change key process adventure registry driver indicator window call
T1222.002,modification permission directory mac file linux,binary attribute analysis hybrid icacls1 execution command org http t1546 control mitre owner chmod use chown modification step permission acls shell others flow nuance tool user list attack set june implementation configuration platform adversary persistence directory group technique file mode icacls2 change linux code base t1574 action acl access taint macos,attribute analysis hybrid icacls1 indication command alert event control knowledge rate chmod activity modification permission acls argument tool list june monitor ownership configuration directory technique file build icacls2 change code system process attempt audit utility access macos folder correlate
T1110.001,guess password,addition protocol event oracle id micro default snmp abuse netbios port ldap mysql account cloud cleaver option follow wifi target environment device management force 068a knowledge interface policy vnc mechanism operation organization base trend cylance smb router login emotet office access use email trigger network cert authentication http number ssh complexity sso list tcp adversary telnet kerberos service system ftp ta18 wlanapi samba guess mssql application connection rdp credential le sign password lock udp logon lockout attempt window failure,network t1078 authentication org access http force application mitre ex account gain crack attack credential eid monitor password technique hash target result log system spray scope login attempt window failure
T1216.001,pubprn,protocol site dc second parameter execution signature command org moniker http control mitre application cscript solution vbs abuse domain1 printer1 shell ldap remote mydomain version account restriction printer limit attack set container1 payload sign adversary exe update directory technique cn file basic 003 pubprn vice example follow validation code script reference com service bypass scriptlet behavior host sct window microsoft use proxy domain folder t1059,cycle execution command run function cscript vbs administrator capture argument monitor patch file pubprn script system intent process action attempt use proxy
T1597.002,data purchase,purchase blackmarkets threat website source t1078 org dark t1598 access http information regard mitre fee ex capability data subscription reconnaissance scan database aggregation infrastructure victim also breach pay resource limit attack credential account actor contact form t1593 adversary web employee technique search t1588 detail target zdnet sell t1587 service cybercrime t1133 use domain opportunity,
T1003,credential dump,org access http information mitre dump security account tool mention attack credential movement sub adversary password material technique hash text tester tactic system associate ta0008 software login attempt custom use,protocol help packet execution command t1078 alert information communication mitre default ship dump activity others copy security account module samr correlation hostile creation attack section linkbyid exist material note stock hash build follow syntax controller key associate sam path mimikatz store device traffic compromise call defense injection subsystem filesystem r2 api inspection adsecurity drsr system32 argument tool systemroot manager pattern text config code linux script functionality table process login server program microsoft access use dec t1059 analysis name network authentication http dumper ip s0002 flow anomaly adversary powersploit well technique directory file gt detail log service system map distribution lsa getnccchanges indicator proc structure memory org powershell detection know pid feature connection watch data sept method credential lsass monitor t1055 password exe line request dcsync software avoid replication attempt registry lt window domain configure
T1129,share module,createprocess forward library component share name network loadfrom org filename http api convention mitre pathname function application feature manifest x3c use export junction malware symlink module wikipedia victim part attack x3e way load loadlibrary payload import entry t1106 adversary exe directory instruct technique file example code unc functionality system dlls extension loader dll path program window specification ntfs ntdll call,defense routine share need api know programfiles function circumstance data module limit load systemroot payload monitor directory code system deviation bundle behavior software dll path window use amount call
T1602,data configuration repository,management protocol 106a cert control 156a use snmp abuse order data remote repository administration variety configuration adversary quantity objective target ta17 system software ta18 discovery store access device,protocol leverage ssl packet network inspection application connection data flow configuration monitor pattern follow encrypt content send associate host layer attempt tl access traffic
T1561.002,disk structure,master alto computer leverage kaspersky share network t1078 org t1561 http information admin mitre feature dump number sector stonedrill data unit malware disk account symantec boot resource partition present isolation attack credential load worm fireeye adversary availability palo shamoon3 t1003 technique nov location file organization code target content drive record system smb impact table process attempt design window mbr t1021 structure shamoon,master mount parameter network bios command installation point activity number kernel sector data disk boot resource partition argument letter storage monitor availability location block change target superblock drive record system table process attempt driver device structure
T1498.001,flood network,protocol series botnets packet network org case http conduct control mitre circumstance volume denial incident flood bank infrastructure resource botnet attack tcp amount adversary availability technique build rent target functionality service system client march time attempt internet ddos use traffic t1498 profile,cause network exception detection metric communication application highlight volume ex response data flow message monitor availability sensor artifact log service impact provider host process time error responsiveness health traffic
T1492,data manipulation store,lazarus access information campaign outcome format activity business order modification goal data rest database insert hide variety desire adversary sony well file objective decision system impact software affect process attempt doj custom type office store make expertise email,
T1574.007,environment interception variable path,binary python library give name command powershell variable place net system32 method list load systemroot payload entry adversary cmd exe directory search location line example code script system path environment program window store use call,python name variable installation control activity upgrade modification currentcontrolset user list administration creation monitor patch adversary hkeylocalmachine directory search location file manager code key system process session path environment registry program window findstr
T1213.002,sharepoint,diagram leverage value link share source network architecture information physical mine documentation policy standard work repository resource list credential test sharepoint adversary snippet example procedure code schedule functionality system project development structure,leverage value enterprise source document view access alert information detection application report mine administrator number capability data maturity account message repository analytics user schema monitor platform page sharepoint party exist directory example uba base artifact mean log logon behavior privilege environment type microsoft use domain
T1006,access volume,powershell control github volume data tool ninjacopy hakobyan monitor adversary powersploit well technique file system bypass action utility program window access structure,handle command org powershell http github mitre volume protection data copy argument attack ninjacopy monitor powersploit technique file script log drive system process make t1059
T1044,weakness file system permission,binary one temp execution org event access http installation control mitre run vendor place report start order ex take installer permission account variation gain weakness escalation level user part attack set payload t1088 persistence adversary networkservice directory technique localservice file search example code target manipulation mean result functionality context service system thread bootup behavior bypass software seclists process time action privilege subdirectory dll t1038 window self installers use extract domain dlls advantage,
T1564.008,hide email rule,compromise mark app org alert powershell http c2 detection communication mitre function feature administrator abuse phish spearphishing move response read rule malware security word cmdlets account message defender user hide inboxrule attack hack cloud credential set le adversary technique body macos organization line inbox code base content send system client folder window subject microsoft use t1059 mailbox email t1534,rulesactivestate powershell campaign application mailbox activity modification unsyncedrules rule cmdlets message user messagerules inboxrule creation plist set configuration monitor bec entry party file inbox code artifact log system client window microsoft use macos compromise email syncedrules
T1491.002,defacement,intimidate site website threat distrust org deface event http setup mitre order response spread medium senate message victim user propaganda attack statement t1189 defacement dive adversary hacktivist group technique govt organization target committee hacker t1491 drive system intelligence catalyst trend action industry attempt precursor government integrity question compromise trigger,protocol intimidate website packet execution command deface inspection application connection flow message correlation argument user anomaly monitor party file pattern organization line follow change syntax artifact content log system associate process attempt use traffic structure
T1171,relay llmnr poison nbt,link component dns name identity source network authentication org case http ntlm resolution information wire force control github format mitre respond use llmnr spoofer idea step netbios port scan wikipedia nbt victim method resource tool crack attack technet t1040 credential monitor adversary ntlmv2 password nbnspoof s0174 udp technique t1110 hash relay code request base target identification plaintext smb service system send host software poison metasploit responder spoof path attempt conjunction window microsoft access traffic domain intercept,
T1590.005,ip address,opportunity dns website org collection t1598 t1596 http access information mitre range ex dumpster ip data t1584 reconnaissance whois scan database infrastructure victim resource attack variety way form set t1593 acquire adversary technique location search organization detail block address target t1595 service provider host action internet t1583 t1133 use domain compromise size,
T1499.001,flood exhaustion,protocol leverage cloudflare requirement launch packet cause force state ability arbor annualdosreport capacity connection ack number denial flood work resource confirm nature limit tcp attack way match demand adversary exist stateful jan search exhaustion synflood target request do service system endpoint syn send table server ackflood corero handshake self access amount maximum,protocol packet network command execution cause exception detection inspection metric communication application highlight connection ex response data effect flow message correlation argument anomaly monitor availability pattern file line sensor follow syntax artifact log service associate endpoint impact health host process time error responsiveness use traffic structure
T1014,rootkit,master component supply network presence rootkits org http hook information api mitre connection t1542 kernel malware hypervisor symantec boot wikipedia user hide level attack firmware adversary rootkit mac technique file existence linux functionality record service system osx blackhat driver program window use intercept call,mount component network rootkits presence detection point connection protection modification data wikipedia tool letter firmware set storage monitor rootkit file virus existence change drive service system behavior software driver program type use device mbr dlls
T1546.013,powershell profile,computer domain launch command org powershell http wit mitre run function support administrator start module account gain noprofile ps1 user attack load persistence adversary technique studio example code script console content drive logon flag host ise session privilege time environment open program microsoft use t1059 profile trigger,archaeology document command powershell pshome modification malware module gain ps1 microsoft load home monitor persistence sheet location example code content drive cheat process privilege hostprogram store profile trigger
T1059.007,javascript,osa nodejs execution command information control mitre support abuse html sparrow browser attack t1189 osascript object page bridge drive host osx environment compromise hta automation jxa interface specterops capability standard payload platform explorer text code script jscrip base time utility program microsoft access runtime t1059 leverage component http architecture webpage osakit rest apis part model adversary mac technique file team system behavior osacompile engine silver website org memory download application feb2021 language t1559 framework javascript implementation t1027 apple line content internet applescript window jscript macos,cycle execution network command org collection source event http jxa information detection api mitre run function use administrator activity language capture post ex effect lead module argument attack ta0007 load osascript monitor patch exe ta0009 file line code script tactic associate system behavior host intent process usage dll attempt action indicator discovery window type jscript compromise
T1590.002,dns,spf dns website name saas zendesk org t1596 http access information register mail mitre outline salesforce ex dumpster data t1584 reconnaissance scan database infrastructure victim resource cloud attack variety way form set t1593 acquire txt adversary party well technique search subdomains detail address target t1595 record service host provider mx server t1583 t1133 office suite use domain compromise opportunity,
T1501,service systemd,8jul2018 execstart execution command org cause arch daemon sysvinit directive cover access acroread control january mail default start usr recur upstart 29sep2018 unit bleepingcomputer root initialization rapid7 execstartpost boot resource ubuntu execreload victim user level configuration etc persistence page lib adversary fedora manager condition file directory man config systemctl linux code legacy 22june2016 functionality package service system systemd distribution extension execstartpre march background centos process init debian interval freedesktop gist 10jul2018 privilege store use rhel compromise,
T1514,prompt execution,purpose leverage t1036 check source feb org carbon http api installation application mitre developer trick abuse use grant order root death prompt work victim user world mechanism shlayer attack credential rat break operation adversary persistence release update technique file black code request authorizationexecutewithprivileges origin coldroot behavior software osx privilege machine program masquerade installers make integrity macos call,
T1123,capture audio,webcam purpose computer leverage conversation write information api application capture malware disk adversary file video script record service system microphone audio use device voice call,webcam purpose computer leverage conversation command information api application capture argument monitor video record service associate microphone action audio device voice call
T1543,system process,leverage launch parameter org daemon http detection know mitre run function administrator start order effect malware root appledocs initialization boot level user part attack technet t1543 load finish payload persistence adversary exist technique linux launchd functionality service system background osx process privilege interval window agent macos configure,cycle value trust execution command daemon event id installation api invocation know ex tree tool level baseline part load payload patch monitor persistence adversary update technique file line change result sysmon key service system associate software process registry environment driver discovery window construct call correlate
T1133,service,management leverage enterprise requirement keylogging network t1078 authentication face org http micro mitre application connection use volexity unit malware remote gateway vnc docker vpns account resource user mechanism attack credential operation adversary web technique location dashboard citrix desktop hildegard trend service software server environment kubelet window access compromise t1021,management protocol source network t1078 org authentication packet access http command execution inspection mitre application connection activity dhcp business hour flow account correlation argument attack anomaly monitor adversary mac well technique pattern file hardware construct line follow address metadata syntax log service associate factor behavior process login usage environment window use device traffic practice structure
T1109,component firmware,computer defense component check bios org http conduct mitre capability disk level attack firmware adversary technique code image base failure system host software t1019 access device integrity compromise,
T1546.006,addition lcloaddylib,binary mach library series check execution signature command lccodesignature field rest malware header tool dylibs load adjustment persistence adversary operation lcloaddylib change content dependency tell osx time dynamic use taint macos trigger,binary execution signature command pe event application checksum header argument creation load patch monitor persistence update well file line change content system process dll look use taint dlls trigger
T1539,web cookie session,protocol evilginx2 website middle source network authentication memory authenticate need cookie april find http org campaign january github application mitre use cooky ex token malware unit remote disk phishing browser gain user cloud framework attack credential evilginx adversary web period muraena mac technique example target apps service system bypass factor t1550 pas session time process machine mauraena internet crypto login t1557 access proxy traffic,management network memory event dump browser gain resource user cloud credential monitor console log service provider process login attempt program access aws
T1053.007,container orchestration job,cluster kubernetes date container threat matrix run abuse deployment cronjob tool orchestration persistence adversary quantity cron task linux code schedule functionality system job process time node type use configure,kubernetes container application pod deployment sidecar resource creation orchestration monitor file schedule log job node environment agent use proxy
T1568.002,algorithm domain generation,concatenate purpose value umbrella name check feb command static destination track mitigation http org april control mitre dgas dga activity seed net ex fallback ip make malware unit others word defender list string letter attack form t1008 contact cybereason adversary period well technique block address base mean algorithm gibberish istgmxdejdnxuyla generation instruction channel time server ru cisco use construct traffic domain advantage,family addition analysis name check markov gram dictionary detection format application high frequency dga number score ratio data malware security approach word complexity method string challenge randomness entropy proportion myriad base algorithm university cdn host success vowel machine pace chain character use domain trigger
T1036.007,file extension,t1566 name hta execution view org filename access http mitre trick abuse doc policy ex ta0001 malware t1204 browser gain evil user hide scr attack pcmag jpg payload txt adversary explorer exe well technique file text example code image mean tactic system extension gif software lnk usage attempt open socprime type masquerade display doubleextension email attachment configure,ower extension write monitor name ex data signature medium permission disk file information header user content
T1548.002,user account bypass control,computer trust control confirmation mitre default protection permission click security account level attack load object page enforcement wild auto privilege uac box github range work fortinet mechanism movement operation group code notification script impact fareit process action program access use integrity component track http administrator msdn anything prompt gain list uacme model adversary directory technique file com system davidson rundll32 org know t1559 eventvwr method user technet credential t1218 password exe task example bypass elevation software dll window,uac name analyst command app variable information control run owner class eventvwr shell data runas argument method user mechanism set monitor currentversion exe isolatedcommand mscfile example change code exefile image key system bypass hkeycurrentuser software process privilege path registry environment window microsoft sdclt
T1099,timestomp,analysis t1036 timestamps name org http mitre activity modification take investigator malware deployment tool hide attack adversary exist technique windowsir file example time action masquerade use folder,
T1016.001,internet discovery connection,website check redirectors org http c2 mitre response attack way route ping adversary s0097 code request result system software server attempt internet discovery tracert use proxy connectivity compromise,ping system monitor check process command internet tracert argument connectivity compromise
T1548.003,cache,supply command need timestamp control delegate ability timeout run feature var sudoers tty terminal administrator edit range order trail permission malware root argument user minute isolation mechanism credential proton default configuration etc monitor cybereason adversary page password authority period group file line man superuser db example sudo code touch fall script nopasswd issue change system killall cache osx process privilege time session ttytickets user1 audit type use timestamptimeout amount echo instance,name command logoutput alert directive variable id information ability owner sudoers abuse loginput data suoders argument user etc monitor technique file auditd sudo code linux base image log functionality system input cache process time privilege environment output use
T1560.003,custom method archive,library know archival data stream cipher method part encryption implementation adversary exfiltration well compression xor encrypt reference algorithm custom utility use,cycle write network focus detection effort run function administrator activity capture data header intrusion monitor patch exfiltration file transit follow loss encrypt script associate system extension intent action attempt type prevention
T1578,cloud infrastructure,defense component deletion presence detection evidence remove modification permission account restriction gain infrastructure snapshot cloud creation mandiant adversary trend service bypass machine attempt access instance,addition management mount one component absence presence rollback view deletion event admin deactivation support activity identifier volume capture modification review terminateinstances plan account header infrastructure sequence user snapshot cloud creation part isolation storage configuration monitor persistence operation period vm search cloudtrail gcloud activation example block change procedure follow google log tag system behavior provider time action usage machine environment audit type chain use aws runinstances instance
T1069,permission discovery group,set help adversary permission group attempt find information account user membership,management network command view event powershell information activity data message argument tool isolation part cloud list movement acquire set monitor operation adversary group technique extract line base artifact log service system associate behavior process action environment discovery window chain construct instrumentation
T1114,email collection,trade client adversary data server information mail user target email,addition parameter command need information activity account level smtp mailfwdby build auto host privilege compromise management bear api mail rule argument tool match operation platform exfiltration location pattern organization code client process login action server microsoft access use email network authentication destination tim face administrator number autoforwarded investigation webmail message header suspect set file address send system indicator mcmichael instrumentation forward powershell detection feature forwardingsmtpaddress connection appearance volume exchange ex side user challenge monitor line example artifact usage attempt window mailbox presentation
T1003.002,manager account security,creddump7 command memory org http find github mitre s0008 use administrator number start secretsdump reg s0002 security account database gsecdump tool user level attack credential hklm adversary material exe note manager technique file hash guest build mimikatz code system sam host software process attempt registry window store access extract pwdumpx,defense help command memory org t1078 http detection dumper mitre use dump others copy security account database system32 argument attack credential device systemroot monitor adversary password material well manager technique file hash config code key system sam table avoid attempt registry window store access extract compromise
T1596.002,whois,threat name source trust command org t1598 access http information register mitre anyone public ex query ip t1199 data t1584 reconnaissance whois scan rir infrastructure resource victim pillage attack actor contact form acquire adversary search technique line block target t1595 service server internet registry utility t1583 t1133 use domain compromise relationship opportunity,
T1542.001,system firmware,computer bios interface activity capability efi wikipedia firmware persistence adversary update hardware uefi example mean functionality system input software output sophisticate,binary analysis mcafee write bios github know mitre dump modification read efi module list framework firmware monitor patch intel rootkit blog uefi change image log difference system behavior measurement copernicus attempt chipsec use hackingteam
T1594,search website victim,t1566 site website name source t1585 trust org t1598 t1596 http access information mitre highlight use department business ex t1199 data info reconnaissance phishing account database victim also resource attack variety form operation adversary division employee leak search location role technique t1589 detail address target t1586 comparitech contact compromise email relationship opportunity,source network http crawl field activity reconnaissance user string referer adversary web quantity metadata request artifact succession agent traffic
T1069.003,cloud group,leverage member help identity command access powershell http find information api github knowledge interface owner getbucketacl documentation cli exchange permission acls account resource tool user cloud list set cmdlet object get adversary bucket ad group role well googleapis aws example code msolrole az google cloudidentity v1 team com target associate endpoint provider attempt environment acl office microsoft use hill raindance,activity associate set monitor permission process command data attempt group event list find argument extract cloud
T1574.011,registry service weakness permission,parameter execution information control mitre activity reg permission security account escalation attack add entry persistence perm controller key privilege failurecommand store anytime point function start order tree tool tweet svchost payload group localservice servicename code collector driver program access use microsoftservicesregistrytree t1059 name launch http sc weakness list set configuration adversary technique file context service system performance flaw org malwarehidesservice powershell imagepath export data currentcontrolset user kansa subkey hklm insecureregperms networkservice exe hkeylocalmachine example binpath change trojzegost servicedll software dll registry custom window s0075 domain,management value launch parameter execution command powershell application activity start modification data outlier show currentcontrolset argument hklm monitor adversary exist update change code log key service system failure software process path registry program window use instrumentation correlate
