id,name,description,detects
T1110.001,guess password,telnet micro router complex wifi wlanapi offic applic guess environ knowledg default udp email vnc lock cert servic sign oper event id ta18 tcp interfac window connect mysql sso ssh protocol trigger snmp samba cleaver 068a access devic list system network addit use option abus port adversari trend password account netbio number http mssql organ polici smb emotet login forc credenti manag target kerbero rdp attempt lockout logon cylanc ftp base ldap authent le failur cloud mechan follow oracl,system network target attempt t1078 window password account techniqu applic http result credenti gain mitr authent ex eid failur access scope spray monitor login log attack org forc crack hash
T1216.001,pubprn,cscript exampl microsoft updat solut use payload abus scriptlet restrict execut pubprn refer shell bypass limit monik adversari dc window set paramet printer cn account control techniqu domain1 command applic behavior protocol sct container1 http script code mydomain signatur basic t1059 003 printer1 file folder mitr exe second host remot ldap domain com proxi vice site version follow valid org vb attack directori servic sign,cscript system intent use action attempt execut pubprn argument run command function patch script file process captur proxi cycl administr monitor vb
T1597.002,purchas data,aggreg opportun detail employe websit databas web use inform target search resourc t1078 limit threat adversari pay capabl victim cybercrim account subscript sell techniqu t1588 t1133 scan regard t1587 contact http data breach t1598 infrastructur reconnaiss dark zdnet mitr domain also fee ex t1593 form purchas access actor org attack servic blackmarket credenti sourc,
T1003,dump credenti,dump system use materi inform text associ attempt custom adversari sub account password techniqu http ta0008 mitr tester mention tool tactic access login movement softwar org attack secur credenti hash,microsoft section gt s0002 adsecur powersploit stock code server default correl call tabl process note tool other line indic replic servic flow store memori proc associ inform system32 linux powershel t1078 alert window connect pattern protocol know data lsa t1055 systemroot t1059 anomali sept config samr request dcsync syntax access devic monitor dumper pid log org copi hostil hash dump featur system activ network use text avoid execut commun adversari argument drsr account password compromis techniqu inspect command defens configur function subsystem http script r2 ip file mitr program sam domain traffic watch getnccchang distribut modul help name login filesystem creation path dec detect packet secur directori credenti detail registri manag inject materi attempt exist analysi build lsass well control ship map lt exe api mimikatz linkbyid authent method key follow softwar attack structur
T1129,share modul,featur exampl system load network payload use x3e compon wikipedia malwar part export adversari window unc forward victim way createprocess techniqu loadfrom applic function http code extens file import mitr api share junction symlink call librari program t1106 exe manifest pathnam x3c modul dll specif name loader instruct path convent ntf ntdll entri org attack directori loadlibrari filenam,routin system load payload use amount circumst limit window defens behavior function deviat code know data systemroot api share call need modul dll path monitor programfil softwar bundl directori
T1602,configur repositori data,store system manag use target abus repositori ta18 adversari configur control varieti 156a object protocol data 106a snmp remot order discoveri cert ta17 administr access devic softwar quantiti,flow ssl network associ attempt content connect configur inspect applic pattern encrypt protocol data tl leverag host traffic access follow monitor packet send layer
T1561.002,disk structur,kasperski impact design comput system master load network shamoon featur dump t1021 inform target resourc t1003 attempt malwar admin partit t1078 fireey adversari content disk stonedril window worm account record techniqu locat number code data alto http credenti file leverag mitr organ share tabl palo present process nov drive boot smb unit avail shamoon3 org attack isol symantec t1561 structur mbr sector,system activ master network mount target resourc attempt partit paramet disk argument bio driver record locat command instal number data chang block tabl letter point process storag drive boot devic superblock avail monitor kernel structur sector
T1498.001,network flood,rent seri system network use incid target resourc denial attempt flood tcp amount adversari build circumst client control techniqu case bank function protocol http profil volum mitr infrastructur march t1498 traffic conduct avail org attack packet botnet internet ddo servic time,flow impact messag network respons highlight error commun artifact provid health metric applic except data caus volum host ex process traffic sensor avail monitor detect log servic time
T1492,store manipul data,type impact store doj system activ busi databas inform attempt rest insert outcom hide custom adversari affect expertis varieti well campaign offic object data desir file lazaru order email make process soni decis access modif softwar goal format,
T1574.007,intercept path variabl environ,list store exampl system load binari use payload search cmd system32 powershel adversari give window locat command code script environ systemroot net exe program call librari python method variabl place line name path entri directori,session list system activ registri manag search adversari window control locat instal user upgrad hkeylocalmachin patch code environ file program python currentcontrolset process key variabl administr name modif path monitor creation directori findstr
T1213.002,sharepoint,list exampl system network inform architectur resourc repositori procedur schedul adversari structur function document valu code physic diagram leverag share polici link test develop project snippet sharepoint mine standard work credenti sourc,type exampl microsoft messag analyt use inform privileg repositori exist alert capabl artifact account applic behavior user logon document valu number data environ enterpris leverag base uba domain matur view report mean administr access sharepoint mine monitor platform schema log detect directori parti page sourc
T1006,volum access,system action powershel util adversari window powersploit well control techniqu ninjacopi data github volum file program tool hakobyan access monitor structur bypass,system protect powershel argument powersploit ninjacopi handl techniqu command http script github data t1059 volum file mitr make process drive monitor org attack log copi
T1044,weak permiss file system,vendor manipul exampl system event binari take use payload target self action privileg search bootup execut part permiss bypass adversari set window extract account seclist level techniqu run subdirectori instal weak user persist function thread behavior escal code http result gain file mitr networkservic context order domain localservic ex process advantag dll temp report place one mean t1038 access t1088 start control softwar variat org directori attack servic time,
T1564.008,rule hide email,phish subject featur cmdlet system microsoft messag use respons abus inboxrul malwar powershel inbox hide alert adversari set window commun client content account compromis spearphish techniqu defend user function mailbox code http maco t1534 bodi rule t1059 folder mitr read organ base email le cloud hack line administr mark app move c2 org attack secur detect send credenti word,cmdlet system microsoft messag activ use rulesactivest syncedrul inboxrul powershel inbox set window client artifact campaign compromis configur applic user mailbox code maco rule file email bec plist modif unsyncedrul monitor creation entri log parti messagerul
T1491.002,defac,websit system messag intimid committe event target hacktivist question respons action attempt t1491 threat adversari trend victim dive distrust spread compromis t1189 techniqu user senat intellig statement http trigger medium precursor mitr hacker organ order govt integr defac drive group setup site catalyst propaganda org attack industri govern,flow websit system messag intimid associ use attempt execut content argument connect artifact inspect command applic user pattern protocol chang anomali file organ correl process traffic defac syntax line follow monitor log packet parti structur
T1171,relay llmnr poison nbt,resolut llmnr microsoft system network spoof use servic dn inform target compon resourc port wikipedia attempt step technet spoofer adversari window victim t1040 password control techniqu netbio case s0174 intercept hash poison scan respond http plaintext code github identif credenti relay wire mitr base host t1110 metasploit domain link udp method authent ntlm traffic conjunct tool request nbnspoof smb idea name access nbt monitor path softwar org ident attack forc send ntlmv2 format crack sourc,
T1590.005,ip address,opportun detail websit size t1595 databas t1584 address use target inform action dn search resourc whoi adversari set victim acquir provid way t1596 varieti compromis techniqu locat t1133 scan dumpster http data ip t1598 block infrastructur organ host mitr reconnaiss domain ex t1593 form rang access org attack internet servic t1583 collect,
T1499.001,exhaust flood,capac system target self search resourc denial jan exist annualdosreport limit tcp flood adversari amount requir connect ackflood way corero handshak ack confirm abil protocol launch number do caus leverag server syn tabl cloudflar maximum endpoint request work exhaust state arbor access synflood attack packet demand send forc match servic natur,flow impact messag network associ use respons highlight error execut commun argument connect artifact health inspect command metric applic pattern protocol except data effect caus anomali file host correl ex process traffic endpoint sensor syntax line follow avail monitor detect packet log structur servic time
T1014,rootkit,system master network use inform compon wikipedia exist malwar hypervisor linux hook hide adversari window presenc connect driver level record techniqu t1542 mac intercept user function osx blackhat http file mitr api program call rootkit suppli boot firmwar org attack symantec kernel servic,type system protect network mount use compon wikipedia exist set viru presenc connect driver behavior data chang file program letter point rootkit storag tool drive dll modif devic firmwar monitor softwar detect servic mbr
T1546.013,powershel profil,session noprofil exampl comput ise microsoft load use privileg powershel content adversari account run techniqu command open wit persist user function logon consol launch http code script ps1 environ trigger profil t1059 gain studio mitr host program support domain modul drive administr start org attack flag time,store exampl microsoft load privileg malwar powershel content pshome locat command persist cheat document code ps1 trigger profil gain process modul drive modif sheet archaeolog monitor hostprogram home
T1059.007,javascript,applescript microsoft feb2021 webpag util specterop part hta implement engin mac applic behavior team code environ leverag host osa appl line browser t1027 page memori payload inform rest interfac window capabl explor object osx maco t1059 support osacompil jscript access platform org model system architectur text abus compon execut adversari html compromis techniqu command jxa http script download osakit nodej file mitr program jscrip drive javascript sparrow internet websit t1559 runtim content bridg osascript control t1189 framework autom api base languag attack silver standard time,type event activ load system intent network associ use inform action attempt execut window argument osascript compromis ta0009 run command behavior function jxa patch http script code effect file exe mitr api host ex usag process discoveri captur modul tactic dll languag cycl line jscript administr indic monitor ta0007 org attack detect lead post collect sourc
T1590.002,dn,opportun detail mail websit databas zendesk t1595 t1584 address inform target dn use search resourc servic suit subdomain adversari set victim acquir provid spf way varieti well record saa offic techniqu t1596 compromis t1133 scan dumpster http data mitr server reconnaiss host infrastructur domain ex mx t1593 form cloud name outlin access txt attack org parti salesforc t1583 regist,
T1501,servic systemd,freedesktop debian store mail system manag legaci fedora use usr interv 10jul2018 privileg resourc recur linux execut rapid7 systemd cento background januari adversari bleepingcomput rhel lib victim configur control initi etc command gist compromis persist execstartpost function user level code systemctl 8jul2018 arch caus extens file default execstart march process config packag 29sep2018 distribut ubuntu cover upstart boot access man unit init execstartpr start acroread daemon org directori direct execreload root 22june2016 page servic sysvinit condit,
T1514,execut prompt,world oper updat rat shlayer use privileg abus machin purpos adversari victim masquerad techniqu applic instal user behavior persist death osx http maco releas black coldroot code break file leverag mitr api program order call make integr feb develop grant request prompt mechan authorizationexecutewithprivileg check origin softwar t1036 root attack org carbon trick work credenti sourc,
T1123,audio captur,comput system write use inform malwar purpos adversari audio disk record applic script voic file leverag webcam api call captur convers devic video microphon servic,comput associ inform action purpos audio argument record command applic voic leverag webcam api call captur convers devic video monitor microphon servic
T1543,process system,system load launchd payload interv privileg linux exist malwar technet part background adversari paramet window configur level techniqu run initi t1543 persist user function appledoc osx launch http know maco effect leverag mitr finish order process boot agent administr start daemon attack org root detect servic,system event load updat registri payload associ id execut part adversari window trust driver level techniqu command instal persist patch know result valu environ chang file api correl call ex process discoveri key tool construct baselin cycl line sysmon monitor invoc softwar daemon tree servic
T1133,servic,oper manag network web micro keylog t1021 use kubelet resourc docker malwar vpn desktop t1078 adversari window connect requir trend account compromis techniqu locat applic user dashboard hildegard http environ enterpris leverag mitr server remot citrix gateway authent volex vnc mechan access unit softwar org attack servic credenti face,factor flow activ manag network busi use address associ execut t1078 adversari window connect argument account well techniqu inspect mac applic behavior command pattern protocol http environ dhcp anomali file mitr correl authent usag process traffic construct practic metadata syntax line access devic follow login monitor org attack log packet hour structur servic hardwar sourc
T1109,firmwar compon,comput system compon adversari disk capabl bio compromis level techniqu defens http code mitr base t1019 host integr conduct failur access imag firmwar devic check softwar org attack,
T1546.006,addit lcloaddylib,oper load binari use rest malwar execut adversari content command taint persist osx maco field signatur trigger chang header adjust depend librari lcloaddylib tool dynam dylib check tell lccodesignatur seri mach time,system updat event binari load use execut content argument well checksum command taint applic persist pe patch signatur trigger chang file header process look dll line monitor creation
T1539,web session cooki,factor evilginx session phish websit exampl system web network memori crypto use token target machin malwar bypass januari adversari disk middl campaign mauraena techniqu evilginx2 mac applic user protocol april framework http github period gain mitr remot authent ex cooki process need traffic muraena proxi cloud find browser access app unit login t1557 org attack internet pa t1550 servic time credenti sourc,dump event manag network memori aw resourc attempt provid user consol gain program process cloud browser access login monitor log servic credenti
T1053.007,orchestr contain job,type node system deploy contain use abus date orchestr matrix schedul linux threat adversari configur run cron task persist function code kubernet cluster process job tool cronjob quantiti time,node deploy contain use resourc orchestr schedul sidecar applic pod environ kubernet file proxi job agent monitor creation log
T1568.002,gener algorithm domain,ru list concaten activ use dga address fallback istgmxdejdnxuyla malwar string purpos adversari gener gibberish well control techniqu defend command algorithm cisco seed april contact http valu period ip net block mitr base server domain make ex letter traffic feb construct t1008 advantag form cybereason destin other mean channel name instruct unit check umbrella word attack org static mitig time track,approach charact addit univers dga use machin complex high malwar analysi string gram frequenc success vowel famili applic algorithm ratio number myriad data pace entropi trigger chain base host domain method score challeng proport name markov check detect cdn secur random format dictionari word
T1036.007,extens file,type exampl system payload doubleextens text abus attempt malwar execut hide hta adversari explor well configur techniqu t1204 open jpg user attach code http gif extens gain file ta0001 exe mitr t1566 lnk polici ex usag email display view tactic socprim doc evil pcmag mean browser name access imag softwar txt attack org trick scr filenam masquerad,content ower disk extens medium write file name header monitor ex inform user permiss data signatur
T1548.002,account user bypass control,davidson action trust box task code default process integr group auto t1218 eventvwr page track impact oper privileg elev permiss window level object know github uac wild rundll32 notif rang access org model list system load use compon technet msdn adversari fareit account password techniqu http script anyth file mitr program com administr directori secur uacm work bypass credenti fortinet comput exampl protect t1559 click control user confirm gain exe method dll prompt mechan movement enforc softwar attack,currentvers exampl microsoft registri system inform privileg owner bypass set window argument sdclt control run command exefil user code data environ uac chang analyst exe class method process key variabl runa mechan imag app name path monitor eventvwr hkeycurrentus softwar mscfile isolatedcommand shell
T1099,timestomp,investig exampl activ take deploy use action exist malwar analysi hide adversari techniqu windowsir http file folder mitr tool timestamp name modif t1036 org attack time masquerad,
T1016.001,discoveri connect internet,tracert websit system use respons attempt adversari connect way compromis code http result mitr server redirector rout discoveri proxi request check softwar s0097 org ping attack internet c2,tracert connect argument system check compromis monitor command process ping internet
T1548.003,cach,session featur type exampl system ttyticket use nopasswd privileg instanc malwar author amount permiss adversari argument termin deleg password superus control run configur command etc echo user osx abil code script period chang tti fall file var db default order process user1 touch need cach page timestamp suppli issu group edit timeout cybereason sudoer timestamptimeout administr line mechan man rang trail monitor killal minut sudo root isol proton audit time credenti,system auditd use inform id abus privileg linux owner alert argument techniqu etc input output command user function abil code data environ file logoutput base loginput suoder process cach variabl sudoer name imag monitor sudo log direct time
T1560.003,custom method archiv,compress use refer util part custom adversari implement well exfiltr algorithm encrypt know data archiv librari method cipher xor stream,type loss write activ focu network system intent associ action attempt effort exfiltr run prevent function encrypt intrus patch script data extens file header captur transit cycl administr follow monitor detect
T1578,cloud infrastructur,delet mandiant compon machin attempt instanc restrict remov permiss adversari presenc trend account defens gain infrastructur evid cloud access modif creation snapshot detect servic bypass,delet type oper exampl system activ event manag rollback addit mount aw use googl search action compon machin procedur instanc admin part gcloud sequenc runinst presenc plan provid account configur absenc behavior persist user tag environ period chang volum header infrastructur block chain support usag storag captur view vm identifi cloud one cloudtrail modif follow monitor review creation snapshot terminateinst log isol audit deactiv time
T1069,discoveri permiss group,adversari set find help account inform user attempt membership permiss group,list oper system event activ network manag messag associ inform action powershel part adversari extract window argument set acquir artifact techniqu command behavior data environ instrument chain base process discoveri view tool construct group cloud line movement monitor log isol servic
T1114,collect email,adversari mail client server email inform target user trade data,investig mail microsoft messag action webmail artifact code rule volum instrument server host email present process tool autoforward line indic auto oper forwardingsmtpaddress inform privileg powershel window connect level exfiltr pattern access platform monitor side send face featur system activ network addit use paramet argument account compromis locat command mailbox number file organ ex usag need mailfwdbi administr login detect exchang match mcmichael exampl manag address attempt build set appear client forward user suspect bear header api authent challeng smtp destin tim
T1003.002,account secur manag,store system manag databas registri memori reg use materi attempt guest gsecdump build adversari extract window s0002 account level techniqu command user code number http github secretsdump file exe mitr host pwdumpx sam mimikatz process note tool creddump7 s0008 find administr access start softwar org attack secur hklm credenti hash,dump store system manag databas registri memori use materi avoid attempt system32 t1078 extract adversari window argument account compromis well techniqu password command defens code http systemroot file mitr tabl sam config key other help access devic monitor dumper detect attack secur org copi credenti hash
T1596.002,whoi,opportun registri t1595 t1584 use inform search target resourc whoi util threat adversari victim acquir trust compromis techniqu anyon command t1133 scan queri contact http data pillag ip t1598 block server reconnaiss mitr infrastructur relationship domain ex form line name access actor org attack rir internet t1199 public servic t1583 regist sourc,
T1542.001,firmwar system,exampl system comput activ updat sophist wikipedia interfac adversari capabl uefi bio input output efi persist function mean firmwar softwar hardwar,dump list system write binari blog use attempt analysi measur uefi bio behavior efi chipsec intel framework patch know github chang copernicu differ hackingteam mitr read rootkit modul imag firmwar modif monitor log mcafe
T1594,search websit victim,opportun phish detail websit employe oper t1586 busi databas role use inform search target address highlight resourc info adversari victim t1596 trust account varieti compromis techniqu depart locat contact http data divis t1598 mitr reconnaiss t1566 relationship email ex also form sourc t1585 site name access t1589 comparitech org attack t1199 leak,activ network web crawl string refer adversari success artifact user http field reconnaiss traffic metadata request agent quantiti sourc
T1069.003,cloud group,list cmdlet exampl microsoft role aw associ use googl inform target msolrol resourc attempt owner powershel bucket permiss interfac get adversari set provid account well offic command hill acl user object team code http environ github document googleapi leverag knowledg cli api com getbucketacl endpoint tool member group cloud az find help access v1 raindanc ident exchang cloudident ad,cloud set extract list argument find event activ monitor associ command process attempt data permiss group
T1574.011,weak servic permiss registri,reg export weak code s0075 context currentcontrolset tool sc group perm subkey insecureregperm entri servic store payload inform privileg powershel permiss custom window kansa binpath persist servicenam imagepath launch data t1059 perform order access microsoftservicesregistrytre org tree svchost anytim list system activ use execut adversari paramet account configur techniqu function hkeylocalmachin http add file mitr networkservic program domain localservic servicedl name start secur hklm flaw exampl registri set driver control tweet user trojzegost escal malwarehidesservic chang failurecommand exe point key dll collector softwar attack,system registri updat activ manag use exist execut powershel adversari paramet window argument command applic launch code valu data chang instrument program correl outlier currentcontrolset process key failur show modif path monitor start softwar log hklm servic
T1596.001,dn,opportun detail mail misconfigur websit network t1584 use inform search target dn address repositori respons resourc subdomain threat adversari t1594 victim acquir trust varieti well record techniqu compromis t1133 queri dumpster http data nameserv reconnaiss server organ host mitr infrastructur domain ex relationship t1593 form sourc name outlin actor access log attack org t1199 servic t1583 regist leak,
T1499.003,applic exhaust flood,adversari exhaust featur arbor exampl system access web server avail target applic resourc denial jan annualdosreport servic request,flow impact featur type ssl messag databas network web addit associ use respons target highlight error resourc denial execut commun argument connect artifact health level inspect command metric applic encrypt pattern protocol except data effect caus tl anomali file leverag instrument server host correl ex process traffic endpoint sensor syntax line avail monitor detect packet log attack parti structur servic time
T1163,rc,system common startup use favor malwar util hide set adversari argument way techniqu etc command mac persist user function launch code script maco deprec reboot file method process item boot line agent rc start daemon root shell sourc,
T1195.001,compromis depend softwar develop tool,consum system use target purpos adversari set receipt victim compromis applic user function code data desir depend develop project tool tactic trendmicro mean softwar npm sourc,verif mechan updat activ deploy take check signatur use softwar test integr attempt scan download hash
