id,name,description,detects
T1033,owner system discovery user,session log directory information dump shape http access technique username t1033 whoami number detail environment credential acquire follow example t1003 action behavior code user adversary attempt mitre way list discovery utility variable use owner system target command file macos grep org dscl usernames process attack run ownership account,sept functionality proc domain information packet credential systemroot getnccchanges call avoid attempt structure mimikatz method text stock analysis password linux lsass process powershell alert controller activity inspection watch correlation execution help directory injection dump well samr t1059 dcsync http memory know technique module exe device program code subsystem request adversary mitre data path store file traffic hash creation network drsr configure manager monitor system32 lt tool map sam gt access powersploit build dec table ship t1078 microsoft material feature syntax communication lsa hostile argument script software dumper api command security t1055 service others protocol config exist account ip registry associate log filesystem s0002 r2 replication login pid detail compromise line indicator follow defense anomaly flow default detection note pattern key use authentication system copy distribution org server adsecurity section connection window attack name
T1583,infrastructure acquire,contact party rent help domain buy launch variety infrastructure lease operation adversary host implementation use target web traffic solution cloud service trendmicrohideoutslease server blend purchase provision orchestrate stage,dns effort port associate rent help log beacon domain artifact ssl track focus aid information face resource dec buy certificate koczwara threatconnect negotiation feature acquire response listen sep infrastructure registration lease detection adversary software database data tl pattern hunt use command system target whois control lifecycle internet service server scan monitor query run c2 jul name provision stage registry ex
T1218.011,rundll32,write function confusion load set avoid behavior change com attempt t1036 analysis extension process malware manner evasion execution vice http technique module exe document code operation adversary mitre share character shell32 file controlrundll click rundll32 trigger norundll runhtmlapplication part monitor check payload javascript tool micro examplefunctionw support item number controlrundllasuser syntax trend sct script export t1129 examplefunction command security control dll dllname one examplefunctiona cpl poweliks dllfunction attackify line compatibility defense example abuse proxy getobject use panel github t1218 org www window attack name obscurity masquerade ex,activity purpose execution permission information medium function exe signature content load header call argument user ower export data origin use command file rundll32 history dll invocation monitor process name dlls age ex
T1613,container resource discovery,provider execution view log information deployment step status resource environment node victim configuration docker adversary attempt api container discovery image method web cluster service cloud leak movement pod query application dashboard,activity infrastructure api container monitor log information discovery kubernetes pod use application web dashboard account action user
T1583.007,,provider blackwater http function technique environment cloudflare subdomains t1090 redirector respond acquire back leverage infrastructure proxy operation adversary machine mitre use command target traffic control attribute cloud org server lambda malware purchase attack worker,activity look effort associate focus function dec organization threatconnect stage behavior leverage infrastructure adversary software detection command target control lifecycle visibility place serverless ex
T1143,hide window,activity functionality hide java language carry tag http jscript technique property environment exe vbscript feature case plist show tray example abuse code avoid user variety work script operation icon adversary mitre awt list windowstyle sight dock use system apple file t1086 macos uielement mac make org window administrator malware attack application task run powershell alert configuration,
T1161,addition lcloaddylib,tool adjustment series execution dylibs persistence binary lcloaddylib signature load header lccodesignature osx field library operation change adversary rest use command issue macos dynamic mach tell check time malware dependency,
T1132.001,standard,hexadecimal information gzip ascii scheme unicode content standard specification adversary compression data character use command system text traffic control wikipedia protocol exist c2 base64,network port server protocol data monitor content process packet use communication client follow behavior flow
T1027.009,payload,hide execution t1027 micro impact injection medium executables carry notarization applescripts http support technique module binary signature trust content format microsoft feature case communication trend orchestrator defense 003 example overlay abuse dtrack2 weave browser psimage default script adversary mitre byte securelist pattern sentinellabs use system github report file control analysis comrat nest t1055 lab network org part t1553 process ticket attack malware payload run steganography sentinel design,positive size data signature amount content highlight information medium header name construct indicator file payload behavior ex
T1150,plist modification,purpose series permission information trojan plists executables bypass xml komplex property persistence detail format document plist program mechanism argument utf code procedure user library adversary preference list key path whitelisting privilege file location macos point service others application context sofacy,
T1556.003,authentication module,supply information guide harvest resource access value hat module modification credential abuse code user library plain adversary store authentication system passwd apple pam file text patch shadow password service component etc exchange pamunix man backdoor configuration account,activity tool session log hour information auditd login access build module admin correlate integrity example behavior user change machine path share use system security pam file vpn logon service aide monitor etc business time process ownership configuration account ex
T1578.004,cloud instance revert,activity provider instance technique environment storage revert infrastructure tech snapshot change type adversary attempt detection machine data management republic remove aws cloud apis presence evidence dashboard variation base stop vm,activity provider instance log plan rollback tag support persistence modification storage configuration header procedure action snapshot change type operation management use identifier system cloud monitor activation one event review addition deactivation vm
T1148,histcontrol,histcontrol respect log trace track cover environment keep set example code user default adversary bashhistory use command ignoredups system file macos ignorespace linux leave start history configure space exist also,
T1592,host information victim,functionality language capability domain information t1587 medium reconnaissance t1595 supply resource http form access technique t1133 detail victim compromise content set action variety collection adversary way mitre database data chain host visitor t1195 use regard target system site t1593 search t1594 opportunity service org website scan t1596 scanbox attack t1588 name configuration ip t1598 design ex,activity look effort associate scanner information focus access dec rate content organization threatconnect infrastructure detection adversary pattern host visitor occurrence use target defender lifecycle visibility internet scanbox place stage design
T1596.003,certificate,tool capability t1587 information artifact ssl medium reconnaissance t1595 harvest resource t1199 http form access technique t1133 threat victim trust content certificate organization encrypt communication lookup sslshopper relationship sign authority cert adversary mitre data order tl actor origin use target web register issue traffic location source search opportunity service org scan attack ca t1588 name t1598 ex,
T1056.001,,intercept effort buffer session log dump focus input blog http hardware t1601 access technique function login modification device credential acquire capture callback t1003 period user type hook adversary way mitre api data image t1056 use method system custom opportunity network org legacy process time keystroke attack window adventure driver cisco registry,activity information write installation kernel value modification indicator call disk change api data key file setwindowshook getasynckeystate monitor getkeystate keylogging process window keystroke adventure driver registry
T1222.002,linux mac modification permission directory file,tool permission execution directory mode step taint group nuance http access technique persistence modification binary chown platform acls configuration set t1546 code action t1574 flow user change adversary june mitre list implementation icacls1 owner icacls2 command acl file use control macos analysis linux attribute others org shell attack hybrid base chmod,activity tool permission directory access technique build modification rate correlate acls configuration argument code indication change attempt june list utility audit knowledge icacls1 command icacls2 system file control macos analysis attribute folder monitor process event ownership alert hybrid chmod
T1110.001,guess password,vnc cleaver sso credential mechanism lock option attempt router password failure rdp lockout application email mysql port emotet id udp http device organization policy sign operation ldap adversary knowledge target network cloud trigger cylance base micro force access number netbios ta18 trend cert list office smb logon service protocol event wifi ftp addition account ssh complexity oracle login environment le samba 068a telnet follow abuse interface default guess management mssql use authentication system wlanapi connection snmp window kerberos tcp,log force crack http login access technique spray result t1078 credential attempt eid mitre authentication system target gain password hash failure scope network org monitor window attack application account ex
T1216.001,pubprn,second execution directory domain vice validation bypass t1059 cn version http restriction technique pubprn exe container1 reference signature microsoft domain1 set 003 follow example sign abuse code printer1 behavior proxy printer script sct ldap adversary com mitre host use command mydomain site moniker file parameter control solution vbs basic service cscript org limit folder protocol dc remote window shell attack application payload scriptlet account update,execution function pubprn intent capture argument action proxy script attempt use command system file cycle patch vbs cscript monitor process administrator run
T1597.002,purchase data,contact sell capability t1587 domain information blackmarkets reconnaissance resource http form access technique t1133 threat victim detail t1078 credential employee breach infrastructure adversary fee database mitre data actor zdnet cybercrime use regard target pay web t1593 source search opportunity subscription service limit org website scan purchase aggregation also attack t1588 account t1598 dark ex,
T1003,dump credential,tool associate information dump http login access technique credential material adversary attempt software mitre tester use text system mention security password hash custom org ta0008 movement attack sub tactic account,sept functionality proc domain information packet credential systemroot getnccchanges call avoid attempt structure mimikatz method text stock analysis password linux lsass process powershell alert controller activity inspection watch correlation execution help linkbyid directory injection dump well samr t1059 memory http dcsync know technique module exe device program code subsystem request adversary mitre data path store file traffic creation hash network drsr configure manager monitor system32 lt tool map sam gt access table build powersploit dec ship t1078 syntax material hostile communication lsa feature microsoft argument script software dumper api command security t1055 service others protocol config exist account ip registry associate log filesystem s0002 r2 replication login pid detail compromise line indicator follow defense anomaly flow default detection note pattern key use authentication system copy distribution org server adsecurity section connection window attack name
T1129,module share,functionality forward import directory manifest loadlibrary dlls http convention technique t1106 module function exe victim load feature program x3e specification call example code library export adversary way mitre api path share instruct createprocess loadfrom use system ntdll file wikipedia network ntfs pathname org dll extension unc part component window malware attack filename application payload x3c name symlink loader entry junction,circumstance amount directory know function module programfiles load need systemroot bundle defense call code behavior software api data path share use system routine limit dll monitor window deviation payload
T1602,configuration data repository,106a administration access repository device ta18 objective abuse cert variety adversary software ta17 management data order discovery store use system target quantity control 156a protocol remote snmp configuration,inspection associate ssl packet access content encrypt follow flow leverage attempt data tl pattern host traffic network protocol monitor connection layer application configuration send
T1561.002,disk structure,master information impact dump partition fireeye shamoon3 resource kaspersky http isolation record table technique number availability unit alto content load organization worm feature t1078 credential admin disk shamoon code computer t1003 nov leverage adversary attempt stonedrill structure data mitre share drive symantec system target file location t1561 smb present network org boot mbr process malware palo attack window sector t1021 account design,activity master block partition installation superblock kernel resource record table number device availability storage disk argument change attempt structure data drive command system target parameter location network point bios boot monitor letter process sector mount driver
T1498.001,flood network,circumstance functionality denial series rent amount packet resource http profile technique build availability case client botnet ddos infrastructure adversary volume attempt mitre march botnets use system target traffic control internet network service org protocol t1498 incident time attack conduct bank flood tcp,provider health log impact artifact error cause availability highlight communication response exception responsiveness flow detection volume data host metric traffic message network service monitor process time application sensor ex
T1492,data store manipulation,activity goal hide doj impact outcome information well insert campaign access modification format expertise objective affect sony variety type adversary attempt database software order data store rest system decision office file custom make business process lazarus desire email,
T1574.007,variable path environment interception,python directory cmd environment exe binary load systemroot give program line call example code library script adversary list path variable net store use command method system location search system32 place window payload powershell name entry,activity python session directory installation administration environment modification hkeylocalmachine program code user currentcontrolset adversary variable path key list system findstr file location patch control creation search upgrade manager monitor process window name registry
T1213.002,sharepoint,functionality test information snippet resource value repository credential standard project mine policy example development sharepoint procedure code leverage work adversary diagram structure list link share physical system documentation source network schedule architecture,party page view capability log directory information artifact domain enterprise access value repository environment number platform microsoft document mine example sharepoint behavior user leverage maturity analytics type detection data mean use privilege report message source uba logon monitor administrator exist application schema alert account base
T1006,access volume,tool well bypass access technique powersploit program action adversary volume structure data utility system github file control ninjacopy monitor window powershell hakobyan,log t1059 http powersploit technique argument script volume mitre data drive command copy github system file protection make ninjacopy org monitor process handle attack powershell
T1044,system weakness file permission,functionality extract permission escalation execution t1038 directory domain manipulation thread bypass dlls installation subdirectory http access technique persistence binary localservice advantage temp take result t1088 set example code action behavior user installers adversary bootup mitre software order mean installer self use system target privilege file report gain networkservice control search level service start dll org part one seclists place process time event window attack vendor run weakness payload context account variation ex,
T1564.008,hide email rule,hide spearphishing phish app t1059 base http function technique compromise le credential move organization content microsoft feature set communication client response word line abuse code inbox t1534 user subject adversary mailbox mitre detection mark hack use system security defender read cmdlets macos message inboxrule cloud org rule folder window administrator malware attack body c2 powershell alert send account email,activity party log artifact unsyncedrules campaign modification compromise messagerules microsoft set plist client code inbox user syncedrules mailbox use system rulesactivestate file cmdlets message macos inboxrule creation rule monitor window application bec powershell configuration email entry
T1491.002,defacement,hacker t1491 medium intelligence group http technique threat victim compromise government intimidate defacement organization catalyst trend response integrity hacktivist action user deface industry statement adversary attempt mitre order spread committee distrust drive system target site dive message propaganda govt org website trigger question senate event attack precursor setup t1189,inspection party associate correlation execution log artifact packet intimidate content organization syntax line follow argument anomaly flow user deface change attempt structure pattern use command system file traffic message website protocol monitor connection process application
T1171,llmnr poison relay nbt,identification tool dns intercept port idea domain information metasploit resolution step force spoof udp resource crack http access technique poison victim format credential microsoft netbios wire respond t1040 case ntlm ntlmv2 code request plaintext identity adversary t1110 mitre attempt software path host link use method system authentication target nbnspoof github traffic control wikipedia source hash password smb network service component technet org relay conjunction scan monitor nbt window llmnr attack s0174 responder name send spoofer base,
T1590.005,address ip,dns provider block size domain information t1583 reconnaissance t1595 resource http form t1584 access technique t1133 detail victim compromise address organization set acquire action variety infrastructure collection adversary way mitre database data host use whois target t1593 location search opportunity internet service org dumpster website range scan t1596 attack ip t1598 ex,
T1499.001,flood exhaustion,state denial send nature amount exhaustion packet arbor force resource capacity access table number stateful cloudflare cause jan ack syn ackflood launch leverage endpoint request demand confirm work adversary way corero synflood handshake do self system target annualdosreport ability requirement search service limit maximum server protocol connection exist attack match flood tcp,inspection effect associate correlation execution health log impact artifact packet error cause availability highlight syntax communication line response follow argument anomaly exception flow responsiveness endpoint detection structure data pattern host use command metric file traffic message network service protocol monitor connection process time application sensor ex
T1014,rootkit,intercept functionality master hide supply information kernel http record technique firmware program osx call user hook hypervisor adversary mitre api existence symantec use system file wikipedia t1542 network service component presence level org rootkit boot linux mac blackhat connection window malware attack rootkits driver,tool device modification storage firmware program set behavior change type detection software data existence drive use system virus file wikipedia protection point network service presence component rootkit monitor letter connection mbr rootkits dlls mount driver
T1546.013,profile powershell,session domain open t1059 http support profile technique function environment persistence module flag content ise noprofile load microsoft program console example code computer launch ps1 user script adversary mitre studio wit host drive use command privilege gain logon org trigger start administrator time attack run powershell account,cheat home profile module modification persistence content load microsoft document example code ps1 store drive sheet command privilege pshome location gain trigger monitor hostprogram process malware archaeology powershell
T1059.007,javascript,page framework specterops osascript language information content object browser behavior bridge utility implementation drive osakit text osa macos runtime internet application engine execution nodejs webpage t1059 memory http technique platform standard program osx code leverage adversary mitre file download part payload sparrow t1189 base javascript html t1027 support jscript access hta osacompile microsoft script jscrip command apple control mac component time model automation t1559 capability environment compromise explorer line team abuse interface applescript silver host feb2021 rest system jxa apis org website window attack architecture,activity effect associate execution osascript language information http lead jscript function module exe compromise load post intent line capture indicator usage argument ta0009 action behavior code collection script type detection attempt mitre api host discovery use command system file cycle patch jxa ta0007 source network org dll monitor process event window administrator attack run tactic ex
T1590.002,dns,dns provider party domain information t1583 well salesforce reconnaissance t1595 spf resource http form t1584 record access technique t1133 detail victim compromise address subdomains mail set acquire variety infrastructure txt adversary way mitre suite data mx host database use target office register t1593 search opportunity cloud service org server dumpster website scan t1596 ex attack saas name outline zendesk,
T1501,systemd service,22june2016 functionality page execution execstart execstartpre directory january rapid7 fedora 10jul2018 bleepingcomputer freedesktop 8jul2018 root resource lib directive usr interval access cover persistence background victim daemon init systemd unit cause compromise mail sysvinit gist systemctl code default debian 29sep2018 recur user package adversary march execreload store use command system initialization privilege file control distribution linux level service org start centos condition legacy manager boot extension rhel process upstart etc execstartpost man arch config ubuntu acroread configuration,
T1514,prompt execution,purpose grant prompt authorizationexecutewithprivileges installation root rat http carbon coldroot technique persistence victim credential program world mechanism osx integrity call abuse code behavior masquerade user leverage request installers work operation shlayer adversary software mitre machine api order t1036 origin use privilege file macos source developer release make break org check attack application black death update trick feb,
T1123,capture audio,purpose audio webcam information write record device capture video call disk computer leverage script adversary api conversation use system file service voice malware application microphone,purpose audio associate webcam information record device capture video call argument computer action leverage api conversation command service voice monitor application microphone
T1543,system process,functionality effect appledocs root http interval know function technique persistence background daemon load osx launch user agent leverage adversary detection mitre order system initialization privilege parameter macos t1543 finish linux level service technet start org configure part boot process window exist attack administrator malware payload launchd run,tool associate baseline execution id installation know value technique environment persistence result daemon correlate trust load line construct call change adversary software api key discovery command system file cycle patch tree level service part invocation monitor process event window payload driver update sysmon registry ex
T1133,service,vnc micro gateway resource face http enterprise access technique environment compromise t1078 credential unit mechanism trend docker vpns user leverage operation adversary software mitre management hildegard use citrix authentication web requirement location dashboard network service org server kubelet remote volexity connection window keylogging malware attack application t1021 account desktop,activity inspection associate correlation execution factor log hour well packet metadata http hardware login access dhcp technique environment device address t1078 syntax line construct follow usage argument anomaly behavior flow adversary mitre management structure pattern use authentication command file traffic practice source network service mac org protocol monitor connection window business process attack application account
T1109,component firmware,capability http access technique device compromise firmware defense integrity disk code computer adversary software mitre host image t1019 system failure bios level component org check attack conduct base,
T1546.006,addition lcloaddylib,tool adjustment series execution dylibs taint persistence binary lcloaddylib signature content load header lccodesignature osx field library operation change adversary rest use command macos dynamic mach trigger tell check time malware dependency,look execution well taint persistence binary signature content load line header argument pe change use command system file patch checksum creation trigger dll monitor process event application dlls update
T1539,cookie session web,framework april session factor t1557 january middle campaign apps bypass memory http login access technique token find unit credential phishing need example disk browser period user pas proxy adversary machine mitre use authentication system target web github traffic gain mauraena source muraena evilginx2 internet network service cooky website cloud mac protocol org evilginx remote process time cookie malware application attack crypto authenticate t1550 ex,provider log dump resource memory login access credential program console browser user attempt management gain aws network cloud service monitor process event
T1053.007,container job orchestration,tool functionality cronjob cron kubernetes deployment job matrix persistence node threat abuse code type adversary container use system orchestration quantity cluster date linux configure process time task run schedule,log kubernetes deployment job resource environment node agent proxy container use orchestration file creation sidecar monitor pod application schedule
T1568.002,generation algorithm domain,contact activity purpose block seed april domain track destination well umbrella algorithm dga base http form generation value technique address advantage unit string word channel construct t1008 dgas period mitigation cybereason adversary concatenate mitre list net mean static use command fallback gibberish defender traffic ru control make others org server ex letter check istgmxdejdnxuyla malware time attack name ip instruction cisco feb,success domain pace dga algorithm proportion university dictionary complexity high base number markov format string word vowel frequency family detection machine chain data host character use method security gram entropy ratio analysis randomness myriad cdn approach score trigger check malware application addition name challenge
T1036.007,file extension,hide execution view gif open well lnk ta0001 http access technique display exe explorer hta doubleextension scr jpg pcmag socprime policy usage example abuse browser code evil user type txt adversary software attempt email mitre doc image mean system text file t1204 gain attachment t1566 org extension configure malware filename attack payload name tactic masquerade trick ex,ower extension permission data signature monitor content information write medium header file name disk user ex
T1548.002,account bypass control user,page prompt auto notification credential load mechanism object computer user com method gain password wild range process permission directory track uacme http know technique exe enforcement trust davidson program integrity code action operation adversary fortinet mitre file click level confirmation technet rundll32 movement impact fareit group access msdn script software list security control box protection component dll eventvwr administrator account model t1559 anything uac bypass example default work use system privilege github elevation t1218 org window attack task,mscfile app information analyst uac runas bypass isolatedcommand sdclt environment exe microsoft set mechanism example argument code user hkeycurrentuser change software data path key variable image method command privilege system owner control eventvwr currentversion monitor window shell process exefile name run class registry
T1099,timestomp,activity tool hide deployment http technique modification take windowsir example action investigator adversary mitre t1036 use file analysis org folder time exist attack malware timestamps name masquerade,
T1016.001,internet discovery connection,connectivity redirectors http ping route compromise result response tracert code request proxy adversary way mitre software s0097 attempt discovery use system internet org website server check attack c2,internet compromise monitor check process command system tracert connectivity argument ping
T1548.003,cache,page edit instance permission timestamptimeout session amount touch supply timeout root group isolation proton superuser var tty delegate credential need feature mechanism line osx sudoers example argument code ttytickets authority period user default fall killall script type cybereason adversary change nopasswd order audit timestamp terminal use command system privilege user1 file issue ability control password sudo db minute range echo monitor trail process administrator time etc man cache run malware configuration,functionality suoders id log information auditd input directive technique environment sudoers argument abuse code user loginput data variable image use command system privilege owner file ability sudo linux monitor etc process time output cache name alert logoutput base
T1560.003,archive method custom,stream well algorithm know reference encrypt archival library adversary compression xor data utility encryption implementation use method cipher exfiltration custom part,activity effort associate write focus function intent loss header encrypt capture follow transit action script type detection attempt data system file intrusion cycle patch exfiltration network extension monitor administrator run prevention
T1578,infrastructure cloud,instance permission bypass restriction access modification trend defense infrastructure snapshot adversary attempt machine detection mandiant remove deletion gain creation cloud service component evidence presence account,activity provider block instance runinstances view log plan rollback tag support isolation environment persistence modification gcloud admin storage configuration header capture follow example usage procedure action period behavior user infrastructure absence snapshot change type operation volume machine management chain audit use identifier system deletion google aws creation search cloud component presence sequence part monitor one activation terminateinstances event time review addition deactivation mount account cloudtrail vm
T1069,group discovery permission,adversary attempt permission find help information set membership account group user,activity tool extract associate view log information artifact group isolation technique environment set line acquire construct argument instrumentation action behavior operation adversary management data chain discovery list command system message network cloud service part monitor movement process event window powershell base
T1114,collection email,adversary server data mail information client target trade email user,side information destination auto face presentation smtp address set client instrumentation user attempt parameter message tim rule exchange process powershell mcmichael challenge email activity forward artifact platform organization code action operation file location exfiltration level network monitor match send tool access build number mail need microsoft feature header argument mailbox api command mailfwdby administrator addition account bear login appearance compromise investigation suspect line indicator usage example webmail detection volume management pattern host use authentication autoforwarded privilege system server forwardingsmtpaddress connection window ex
T1003.002,account security manager,gsecdump tool extract creddump7 sam s0002 memory http access technique build number exe hklm find credential reg material guest code user adversary attempt database mitre software note host mimikatz store use command security system github file s0008 hash level org start pwdumpx manager window secretsdump process attack administrator account registry,extract help sam well dump memory http access technique table device compromise t1078 credential systemroot material defense argument code avoid detection attempt database dumper mitre adversary key store use command security system copy file password hash others org manager monitor system32 window config attack account registry
T1596.002,whois,contact block domain information t1583 reconnaissance pillage t1595 rir resource t1199 http form t1584 access technique t1133 threat victim compromise trust line anyone acquire relationship infrastructure adversary mitre data actor utility use whois command target register public source search opportunity internet service org server scan query attack name ip t1598 registry ex,
T1542.001,system firmware,activity functionality capability efi input hardware persistence firmware uefi example interface computer adversary software mean system wikipedia bios sophisticate output update,framework log chipsec efi write dump intel blog know module modification binary firmware uefi behavior change attempt mitre measurement list image use system copernicus difference read mcafee github patch hackingteam analysis bios rootkit monitor
T1594,victim website search,contact t1585 information reconnaissance t1586 resource t1199 http form access technique detail victim compromise address trust highlight phishing employee relationship t1598 info variety t1589 operation adversary mitre database data use target site comparitech location source t1566 department search opportunity role website org division leak t1596 business attack also name account email ex,activity crawl artifact reconnaissance metadata http string succession user agent field request adversary web traffic quantity source network referer
T1069.003,group cloud,tool provider associate permission help cli get information well member cloudidentity resource group http access environment find bucket acls microsoft set team object example code interface user endpoint leverage googleapis v1 identity adversary attempt com getbucketacl api list knowledge raindance use command documentation office github owner acl target aws cmdlet cloud role msolrole hill exchange az powershell ad account google,activity cloud extract associate attempt permission find data list monitor process event set command argument group
T1574.011,service weakness registry permission,kansa domain information sc function reg set user collector change parameter networkservice servicedll servicename powershell controller malwarehidesservice svchost activity permission execution escalation t1059 http technique exe hklm program code insecureregperms adversary mitre order data store failurecommand file s0075 tweet payload weakness context configuration tool imagepath group access add hkeylocalmachine subkey launch export software anytime list security control custom tree service start dll performance microsoftservicesregistrytree account registry persistence localservice perm example currentcontrolset key use system privilege trojzegost point org window flaw attack binpath name driver entry,activity execution log value modification hklm correlate program argument instrumentation code launch change currentcontrolset adversary software outlier management data path key use command system parameter failure service start monitor window process exist application powershell show update registry
