id,name,description,detects
T1583.007,,proxy mit attribut redirect lev advers t1090 respond control .( techn command org serv blackw funct subdomain acquir purchas work op cloud environ http us back target lambd machin provid aw malw cloudfl attack infrastruct traff,stag behavy lev plac advers detect control effort command org foc funct act serverless assocy ex lifecyc target vis softw look infrastruct
T1143,window hid,feat jscript show alert property cod uiel mit hid mac script maco task advers t1086 cas config sight admin techn icon org fil avoid funct appl act work dock op window environ http us abus tray ant system vbscript carry run jav apply malw powershel plist tag awt exampl list vary attack langu,
T1161,lcloaddylib addit,execut osx mach maco persist depend advers lcloaddylib sery chang dynam libr head tim command field sign check rest op bin issu us adjust malw lccodesignature load dylib tool,
T1132.001,standard,gzip hexadecim base64 spec compress protocol advers scheme inform control .( command charact us system ex cont wikiped dat c2 text standard traff,port behavy network monit process follow us cont cli protocol serv flow commun dat packet
T1027.009,payload,"execut feat inject mit hid network trust pattern script advers support form cas byt 003 applescrib t1055 med analys overlay control .( techn org fil part impact sign commun orchest not securel ), steganograph t1027 psim bin http abus us sentinel system carry run cont github nest malw defens lab weav default ticket micro design payload exampl process dtrack2 mod attack brows trend comr t1553 report",siz behavy nam ind inform med amount head fil correl sign highlight monit ex etc construct cont dat payload
T1150,plist mod,execut property cod </ oth utf context key maco persist advers mech form point inform trod bypass sery detail proc libr pref serv fil path komplex program docu xml us >. privileg apply permit sof plist argu list purpos whitel loc,
T1556.003,auth mod,"plain backdo cod shadow supply >, hat cred resourc advers patch inform config pam compon libr .( exchang pamunix fil serv man appl set stor valu guid us abus system password access text auth mod harvest account",behavy shar busy integr build inform own config chang pam admin sec tim serv fil path correl act login auditd monit us aid hour system ex machin access mod exampl process account log logon vpn tool sess
T1578.004,cloud revert inst,evid revert advers chang detect attempt stop techn .( remov googl man bas act stor cloud environ pres infrastruct inst typ machin provid dashboard tech dat snapshot republ vary vm,rollback persist support config chang help proc review on head man act stor op ident cloud monit us back system inst typ provid deact addit tag rol snapshot mod ev log plan vm
T1148,histcontrol,spac cod </ keep ignorebo maco advers track linux histcontrol command fil hist set trac environ us leav system respect mean cov default exampl log bashh start,
T1592,host victim inform,develop t1587 supply mit visit t1593 nam resourc advers way form inform config )). detail regard med cap websit techn comprom org serv funct t1598 act set chain databas scan reconnaiss us ip t1195 ex system target collect cont dat t1594 victim access design opportun scanbox vary attack host sit search domain t1588 t1595 langu,stag visit pattern plac advers inform detect effort org foc internet dec act occur threatconnect assocy scan us lifecyc rat target cont defend vis access design look host infrastruct
T1596.003,cert,develop t1587 artifact encrypt mit tl ssl trust nam resourc advers form inform med t1133 threat cap techn lookup web org serv sign commun tool act sourc scan reconnaiss issu rel http us onlin ex target cont dat victim access origin reg auth harvest opportun search cert attack t1588 t1595 loc traff,
T1056.001,,leg dump keystrok ap mit t1056 network hardw callback cred advers way t1601 capt buff hook im techn effort tim blog org foc custom funct acquir method adv login interceiv t1003 dev window http us system typ dat access period reg input process opportun mod log attack driv sess,keystrok ap key writ ind inform chang getasynckeyst fil keylog act adv valu instal cal window monit setwindowshook disk dat kernel reg getkeyst process mod driv
T1222.002,direct permit linux mod mac fil,execut hybrid cod </ oth mit attribut chown persist maco advers own config chang linux analys control techn group command org fil )( nuant bas flow act set t1546 direct http us platform shel step chmod taint permit ac t1574 access icacls2 mod icacls1 list attack jun tool impl,hybrid alert cod knowledg attribut maco ind own config chang analys control attempt util techn command fil correl )( act direct monit system rat fold chmod permit ac argu access icacls2 process mod icacls1 list ev jun audit build tool
T1110.001,guess password,connect fail id knowledg network logon ldap email emotet cred protocol mech le policy advers opt off tcp `) forc smb window lockout port ssh attempt samb org man serv sign bas ftp kerbero login mysql dev op environ udp http us cloud abus interfac system complex target wlanap rout apply addit password default trig access lock micro netbio guess auth follow orac list account mssql telnet snmp sso trend ev numb vnc,fail network mit result crack cred forc t1078 attempt techn org login scop window monit eid ex system target hash apply gain password access auth account log attack spray
T1216.001,pubprn,"proxy execut solv paramet cod behavy mit </ ldap microsoft vbs script protocol advers t1059 scriptlet +), 003 bypass monik vert com control techn command print org fil serv :</ mydomain sign pubprn direct window http us shel abus ref ex restrict vic fold apply cscript valid ]( sct upd follow exampl payload account attack host sit limit domain remot",proxy execut int vbs script cyc patch capt admin attempt command fil funct pubprn act monit us system run cscript argu process
T1597.002,dat purchas,develop t1587 mit cred le resourc advers subscrib fee form inform dark detail regard sel threat websit cap t1133 techn web org serv t1598 pay purchas act employ sourc aggreg contact scan reconnaiss us ex target infrastruct dat victim access opportun search account attack limit t1588 domain databas breach,
T1003,dump cred,dump ment mov mat mit cred advers inform attempt tact techn sec org custom login assocy us system ta0008 hash password test access sub text softw account attack tool,feat mimikatz oth advers inform tabl help sam techn avoid harmj0y direct getnccchang login gt assocy cal program request us ex s0002 lt inspect stock hash r2 map defens text follow log account build alert mit know protocol lin t1059 detail linux watch control sec command org samr correl flow path funct act not cop syntax dev reply system32 decrypt monit http filesystem argu password traff execut inject cod ap mat pattern cred script dcsync cre config lsa t1055 t1078 analys lsass attempt .( comprom fil serv man anoma distribut commun dec stor sept window systemroot dat packet powershel access reg softw mod structure look domain tool pid connect dump read network microsoft key nam ind mem ship detect proc powersploit method ip system sect default subsystem linkbyid process auth hostil drsr attack adsec
T1129,mod shar,feat cod ap network mit shar spec pathnam unt filenam x3e entry nam conv advers way win32 symlink junct manifest compon dlls .( libr techn org part createprocess path funct fil direct forward program cal window loadlibr http us instruct dll system etc t1106 import wikiped extend x3c apply ntdll malw export victim ntfs payload mod load exampl attack,nee cod ap behavy know shar bundl amount path funct direct cal window monit us dll system systemroot dat defens routin devy softw payload mod load limit circumst
T1602,config reposit dat,object quant protocol advers ord discovery config reposit admin control man stor dev us abus system target dat access softw vary,connect encrypt network tl ssl lev pattern protocol config attempt flow assocy monit lay inspect cont apply dat packet access follow host send traff
T1561.002,disk structure,feat boot dump record cod network mit shar lev cred resourc advers smb mbr inform tabl stonedril partit avail unit t1078 alto mast admin attempt techn org fil impact shamoon )( isol t1003 window http t1561 system target disk comput cont dat sect malw t1021 nov worm design shamoon3 structure load process account attack driv numb loc fireey,boot paramet record network superblock resourc point bio tabl chang partit avail mast attempt command act stor instal dev monit let system target disk dat sect block kernel argu mount process structure driv numb loc
T1498.001,network flood,"wel network mit protocol resourc advers tcp cas sery avail flood den control attempt amount techn tim org serv internet ddo funct circumst t1498 ), rent bank us system cli target botnet incid march packet conduc do attack volum profil build infrastruct traff",mess artifact network er respons avail detect respond tim serv impact flow commun highlight met monit ex exceiv caus provid dat heal apply process log host volum sens traff
T1492,manip stor dat,wel object goal outcom hid decid email sony busy advers ord lazar form off inform desir expert doj attempt mak custom fil impact )( act stor rest complex system typ dat campaign access softw insert process mod vary databas,
T1574.007,path vary environ interceiv,"cod net entry script nam plac advers lin libr command cmd path method direct ), stor program cal system32 environ window bin us ex system systemroot powershel python payload exampl load list search vary loc","cod hkeylocalmachin key nam writ advers patch cre admin control currentcontrolset fil man path upgrad act ""). direct ,"" program instal environ window monit us system python reg process mod search list loc sess"
T1213.002,sharepoint,develop architect cod network shar lev cred resourc policy advers inform reposit proc funct link sourc valu work docu project schedule min system diagram test follow exampl structure list snippet sharepoint,party alert mess artifact behavy mat microsoft lev inform config detect analys reposit admin cap pag ub bas direct sourc valu docu environ monit us platform min view typ mean privileg apply dat access exampl log account domain logon numb enterpr sharepoint report schema
T1006,volum access,wel ninjacop advers bypass control util techn powersploit hakoby fil act program window monit system github dat powershel access structure volum tool,mit ninjacop script t1059 protect mak techn command powersploit org fil cop handl monit http system github dat powershel argu ]( process log attack volum driv
T1044,permit system weak fil,execut cod behavy mit context result persist advers plac ord firefox bypass mozill subdirect thread t1038 on control techn sec tim org part fil serv funct act set bootup direct adv localserv extract esc instal self bin window networkserv us system manip target level run dll mean privileg gain permit unpack access softw payload process weak exampl vend ev vary account temp search attack domain t1088 start report,
T1564.008,email rul hid,feat body alert mess cod ap mov mit hid </ microsoft email cmdlets cred le respons advers lin t1059 phish detect admin hack techn sec delay comprom org word t1534 funct commun bas set rul inbox window cloud http us abus system cli subject cont fold defend malw powershel mark inboxr c2 mailbox account attack find send spearph,party syncedr mess cod artifact </ microsoft entry email cmdlets maco cre config messager .( comprom unsyncedr fil act set rul inbox window monit us system cli apply campaign powershel plist inboxr bec mod mailbox rulesactivest log
T1491.002,defac,mess mit commit advers ord integr stat sen hackt respons spread med threat websit hack attempt govern techn fut group comprom div org intimid catalyst propagand act setup t1189 http us precurs system industry intellig t1491 trig victim distrust ev defac attack sit driv trend quest fireey,party execut connect artifact mess pattern protocol lin )). chang websit attempt command org fil intimid correl flow anoma syntax assocy monit us system inspect cont apply packet argu follow process structure log defac traff
T1171,llmnr nbt poison relay,id cod network mit know microsoft t1110 crack nam cred resourc advers smb wir form usernam forc inform cas rapid7 poison port ntlmv2 compon nbt respond control attempt techn resolv ntlm org serv s0174 path bas link method plaintext sourc byt3bl33d3r interceiv request scan window technet udp monit us llmnr system target nbnspoof step wikiped hash github victim password access spoof conjunct netbio auth t1040 relay softw attack host domain metasploit send ide tool traff,
T1590.005,address ip,siz mit resourc advers way form inform detail websit techn comprom org serv internet acquir act set t1583 databas scan reconnaiss t1584 pass http us address ip ex target provid collect dat rang block victim access dns opportun search vary attack host domain t1595 t1598 infrastruct loc,
T1499.001,exhaust flood,connect requir ack maxim lev protocol resourc stat advers way forc tcp tabl flood handshak den ackflood .( amount confirm endpoint jan serv nat work request self exhaust synflood match system ex launch target caus syn packet demand access capac search abl attack cloudfl limit annualdosreport numb send arb,execut connect mess artifact network er pattern protocol respons lin avail detect effect respond endpoint command tim fil serv correl flow anoma commun impact highlight met syntax assocy monit us ex exceiv caus inspect dat heal packet apply argu follow process structure log host sens traff
T1014,rootkit,connect boot osx record ap network hid supply mit mac advers inform symantec compon linux hook mast techn org fil serv rootkit funct program interceiv cal window t1542 pres us http system ex level wikiped malw kernel firmw blackh hyperv attack driv,connect behavy network mbr point chang compon vir detect dlls protect serv fil rootkit set stor dev program monit let us pres system ex typ wikiped dat firmw softw mount mod driv tool
T1546.013,powershel profil,cod mit studio microsoft script persist advers support t1059 noprofil flag admin techn command tim end org funct domain program is environ http us turl eset launch run comput consol privileg cont gain powershel trig ps1 ]( exampl mod load account attack host driv wit profil logon start sess,sheet cod che microsoft persist pshome command hostprogram hom stor docu monit archaeolog privileg cont malw gain powershel trig ps1 mod exampl load process driv profil loc
T1059.007,javascrib,jscript nodes behavy lev framework advers inform util sparrow techn html program t1027 platform model osakit osacompil text team brows jxa osx mit support lin t1059 compon cap control command org appl javascrib runtim bridg expl http autom execut t1559 architect object ap cod hta script feb2021 silv websit comprom pag fil specterop window t1189 interfac apply access host driv langu impl webp engin can microsoft mac osascrib mem tim part internet )( bas rest environ abus system download cont os red payload attack,execut cod behavy network mit ap ta0007 int script cyc lin ind patch inform discovery capt effect detect admin attempt tact command comprom org fil funct act sourc assocy window monit http us back dll system typ run collect post argu mod load process lead ev attack host langu jxa
T1590.002,dns,party wel record salesforc mit t1593 nam resourc advers way off mx form inform detail websit techn comprom saa org serv subdomain t1596 acquir set domain t1583 scan reconnaiss cloud pass http address us t1584 suit ex target provid dat txt victim outlin access dns reg opportun search vary attack host spf databas infrastruct,
T1501,systemd serv,leg execut boot execstop interv upstart pack cod rock arch rec persist resourc advers rapid7 deb config unit linux control root background command execstoppost comprom pag serv systemd distribut janu org init man fil execstartpr execstartpost direct funct stor anomal bleepingcomput acroread gist cento sysvinit condit us ubuntu execreload 10jul2018 system daemon fedor caus level 22june2016 privileg extend cov march default victim access process mail rhel execstart start,
T1514,prompt execut,develop dea cod ap behavy mit black lev cred maco persist advers ord integr mech masquerad releas prompt root techn org fil trick check sourc feb instal program op request cal work authorizationexecutewithprivileg http us world abus t1036 rat shlayer machin privileg apply victim break origin softw upd grant purpos attack carbon,
T1123,audio capt,record ap microphon lev script writ advers video inform capt serv fil convers dev cal voic us system comput disk apply malw webcam audio purpos,record ap microphon lev video inform capt command serv act convers dev assocy cal monit voic comput apply webcam argu audio purpos
T1543,system process,boot interv paramet osx mit lev persist advers ord config linux effect detect admin fin techn root background org part serv funct init t1543 window http us system ex level launch daemon ag run privileg malw payload process load attack start,execut id ap know key result trust persist cyc lin advers patch discovery chang techn command part serv correl fil valu instal assocy cal window monit environ system daemon level construct etc softw upd payload process load reg invoc ev tre driv tool
T1133,serv,connect requir ap network mit kubelet lev cred mech resourc advers fac maco unit kubernet t1078 desktop .( techn comprom web org man serv keylog dock op window environ http us hildegard dashboard apply malw t1021 gateway access micro softw auth account attack vnc trend enterpr remot loc,execut connect wel behavy network mit ap dhcp hardw pattern mac protocol busy advers lin )). t1078 techn command org serv man correl flow anoma fil act sourc login dev assocy syntax environ monit window us address hour fact construct pract inspect apply packet best argu access follow auth structure process account metadat attack log traff
T1109,compon firmw,fail cod mit advers integr compon cap im techn comprom org bas check dev http system level comput disk defens firmw conduc access softw attack host t1019,
T1546.006,lcloaddylib addit,execut osx mach persist maco advers depend lcloaddylib sery chang dynam libr head .( tim command field sign check rest op bin us adjust cont malw lccodesignature taint trig load dylib tool remedy,execut wel persist lin patch cre chang dlls head command fil sign bin monit us system dll cont apply pe taint trig argu upd process load ev checks look
T1539,web cooky sess,proxy nee ap network mit t1550 tajmah traff cred protocol mac framework advers april muraen bypass mem crypto unit phish websit kaspersky .( techn tim web org serv internet )( janu acquir set sourc login tok cloud http us middl system cooky target fact evilginx machin disk ex apply malw campaign gain access period auth process exampl t1557 brows attack find pas remot sess,dump network cred resourc mem attempt man serv login program cloud monit us provid consol aw gain access process ev log brows
T1053.007,contain job orchest,cod quant persist task advers job config linux kubernet cronjob threat contain tim funct )( cron orchest deploy schedule matrix abus us system typ run dat process nod clust tool,proxy sidec resourc job cre kubernet contain fil orchest deploy schedule environ monit us ag apply log nod pod
T1568.002,algorithm gen domain,gib wel net mit oth mitig dga nam stat advers april form talo see t1008 track unit control .( mak techn command tim org ccleanup word serv )( string bas gen fireey domain adv check fallback act feb algorithm valu contact let us ip address channel instruct poshspy etc eset construct sednit mean cont defend malw cybereason block period umbrell list purpos attack destin traff,"univers dga entrop nam famy form vowel analys detect sec scor charact )] word myriad string bas method check approach frequ chain gram algorithm challeng ), us cdn complex etc increas ratio machin malw dat apply dict trig proport addit pac markov success random host domain numb"
T1036.007,extend fil,execut wel cod </ hid mit hta filenam email nam advers policy t1204 jpg config lnk im masquerad attempt .( tact techn scr org fil ta0001 trick expl op attach http abus us ex system view typ t1566 evil display mean extend gif malw gain txt doubleextend doc access text softw payload exampl socprim brows attack,permit med monit us head ex etc writ nam fil disk sign cont extend dat inform ow
T1548.002,bypass account control us,t1559 object msdn mit t1218 cod eventvwr mov trust anyth script mech task advers cred integr track bypass fareit com compon admin protect control elev rundll32 prompt techn group sec click org fil pag impact )( uacm fortinet auto act not method direct program work op window technet http us uac system level dll readm ex comput privileg github rang gain permit enforc model password default access softw process exampl load box account attack list confirm,cod ap </ eventvwr microsoft key nam mscfile mech currentvert class inform own bypass chang im control exefil command analyst path method set enigma0x3 window monit hkeycurrentus us shel environ uac ex system runa run sdclt privileg dat isolatedcommand argu reg softw exampl process
T1099,timestomp,mit hid nam advers chang analys masquerad investig techn tim org fil act windowsir deploy timestomp t1036 http us timestamp tak fold malw access mod exampl attack tool,
T1016.001,internet connect discovery,proxy connect cod ping mit redirect result get respons advers way s0097 discovery websit attempt comprom org serv internet check request http us system rout c2 softw attack tracert,check connect argu ping monit process system comprom command internet tracert
T1548.003,cach,""") feat osx ttyticket nee cod supply timestamptimeout >, timeout tty cred user1 cach db advers lin trail mech script ord config touch chang killal var superus admin control amount root prompt command group tim pag fil man isol issu monit us system dok timestamp inst run >/ typ mean privileg malw cybereason rang permit fal argu deleg password period termin edit default auth process exampl nopasswd proton abl audit minut sudo echo sess",logoutput alert id cod nam cach inform own output im loginput techn tim command fil funct bas suod direct environ monit us abus system run privileg dat argu input process abl log sudo
T1560.003,arch method custom,algorithm stream encrypt exfilt us libr util ref arch compress part xor custom ciph advers dat impl method,encrypt network exfilt loss int writ script cyc patch intrud capt detect admin attempt head effort foc fil funct act transit prev assocy monit system typ run extend dat follow
T1578,cloud infrastruct,evid advers delet cre bypass compon detect attempt remov serv cloud pres restrict ex inst machin defens gain permit access snapshot mod account trend infrastruct,rollback behavy persist support abs delet cre config chang help capt gcloud compon admin proc review on head .( tim googl man part terminateinst sequ isol act vm stor chain op ident cloud monit environ us pres back system view inst typ deact provid cloudtrail aw machin block addit tag period rol snapshot follow mod exampl mount ev log account volum audit plan infrastruct
T1069,permit group discovery,permit help memb attempt us group account find advers inform,mess artifact behavy network mov instru lin advers inform discovery techn command group part man serv bas isol act acquir set extract chain assocy op environ monit window cloud system view construct dat powershel argu process ev log list tool
T1114,collect email,trad us mail email cli target serv advers dat inform,feat exfilt inform appear login challeng us platform match ex cli level privileg account build sid mess email lin head suspect command org auto act monit mailfwdby bear argu webmail exampl mailbox mcmichael volum paramet nee cod ap instru pattern smtp exchang .( attempt comprom fil serv man rul window address powershel addit access mail host send fac tool connect artifact network microsoft ind detect admin investig tim forward op pres system auth process destin numb loc
T1003.002,sec account man,cod mit mat mimikatz cred advers guest creddump7 mem hklm sam py admin attempt sec techn command org man fil gsecdump pwdumpx not secretsdump extract stor window http us system ex level s0002 hash github access reg softw process account attack host build numb databas s0008 start tool,dump read wel cod mit mat oth key cred advers mem config tabl help sam detect t1078 attempt sec techn command comprom org man fil avoid extract stor cop dev system32 window monit us system hash systemroot defens argu password access reg account attack databas
T1596.002,who,mit trust nam resourc advers lin form inform publ t1133 threat util techn command comprom org serv internet who acquir act sourc stor t1583 contact scan reconnaiss t1584 rel http us ip onlin ex target pil dat block victim query access reg anyon opportun search attack domain t1595 infrastruct,
T1542.001,system firmw,hardw persist advers bio output cap ef funct act interfac system comput mean wikiped soph firmw softw input upd exampl,dump behavy mit writ framework diff patch bio chang chipsec analys im attempt ef blog uef rootkit bin monit us system hackingteam copernic meas github firmw mod list log intel
T1594,search victim websit,mit comparitech email trust nam busy resourc advers form inform info )). detail websit techn comprom org t1598 highlight employ sourc contact databas op t1199 reconnaiss rel us address ex target depart dat leak victim t1585 access rol opportun search vary attack sit account t1589 loc divid,artifact network quant advers crawl web field string act sourc request reconnaiss http us ref ag success metadat traff
T1069.003,group cloud,id wel cod knowledg ap object </ microsoft lev hil resourc advers off inform own help com attempt exchang msolrol endpoint group command v1 .( googl googleap )( cloudid getbucketac assocy docu cloud environ memb us http interfac cli target provid az aw github permit powershel ac access rol bucket team exampl raind list cmdlet account find ad tool,permit extract argu assocy cloud monit process attempt ev command group list find dat act set
T1574.011,permit reg weak serv,execut paramet cod mit context hkeylocalmachin entry key nam persist advers ord t1059 point perm inform sc config chang svchost control techn sec group currentcontrolset org serv custom fil tweet funct act set microsoftservicesregistryt anytim stor localserv esc program window servicenam http us networkserv system ex launch dll collect privileg perform dat malwarehidesserv permit powershel export servicedl access reg softw payload tre exampl flaw weak list account attack driv domain hklm failurecommand start tool s0075,execut show fail paramet cod out instru key advers chang command currentcontrolset serv man path correl act valu program window monit us system ex launch apply dat powershel argu reg softw upd mod process log hklm start
T1596.001,dns,wel record network mit trust nam respons advers resourc form inform detail t1133 threat reposit websit techn comprom org serv subdomain acquir act nameserv sourc t1583 reconnaiss t1584 rel us address ex target dat leak t1594 victim outlin query access reg dns opportun search vary log host attack domain infrastruct,
T1499.003,exhaust apply flood,feat rep resourc advers avail den .( web jan serv request exhaust system target apply access exampl annualdosreport arb,execut connect party feat mess artifact encrypt network tl er ssl instru lev pattern protocol respons lin resourc avail detect effect den respond endpoint command tim web fil serv correl flow anoma commun impact highlight met syntax assocy monit us ex exceiv target caus level inspect typ dat heal packet apply addit argu follow process structure log attack host sens databas traff
T1163,rc,boot cod item </ hid mac script maco persist lin advers way fav util techn root command rc fil funct method set startup sourc shel us system launch daemon ag malw argu deprec reboot process start,
T1195.001,develop softw comprom depend tool,develop cod npm depend advers desir tact comprom funct set sourc project us receipt system target mean consum apply dat victim softw purpos trendmicro tool,check test deploy tak scan softw upd us attempt download mech sign ver integr hash act
T1588.004,cert,party id t1608 mit tl buy mat ssl ent trust key protocol advers inform own 003 )). control .( techn root web org sign )) purchas acquir t1553 op http us middl ex target provid cont t1573 t1071 person valid design reg auth t1557 cert attack domain cryptograph infrastruct traff,"show pivot body record behavy network tl buy mit ssl protocol respons advers cas inform track sid compon detect head effort techn root web foc serv internet org ), t1553 valu scan monit us aid target beacon t1573 t1071 default log cert sit attack piec cryptograph infrastruct tool traff"
T1583.002,serv,mit nam protocol task advers support respons config )). control techn command comprom org serv bas act set op us lay system ex target channel run post flex apply malw t1071 c2 dns structure attack domain sid traff,
T1561,disk,complet interrupt boot feat dump record goal network mit shar lev cred writ resourc advers smb mbr port avail t1078 admin mast attempt techn org impact t1003 op window http us system target disk dat sect malw t1021 worm blockbust access structure account attack numb,boot paramet record cod network superblock resourc point bio tabl chang partit avail mast attempt act not stor instal dev monit let us system disk >\\\\.\\</ dat sect block kernel access v6 mount process driv numb loc
T1071.004,dns,network dnstunneling nam protocol advers detect med blend filt control head command field serv avoid funct environ us abus lay system cli tunnel comput apply serf packet dat victim dns auth pan domain remot traff,execut connect tl ssl lev pattern protocol lin )). command fil correl flow anoma domain syntax assocy monit us inspect packet argu follow process structure dot traff
T1552.005,ap metadat cloud inst,proxy cod ap cred nam script resourc support advers inform capit vuln attempt sec group comprom web serv request cloud conveny pres http inst forgery provid august apply dat gain query access grant anyon ssrf metadat host userdat profil standard fac sid,t1078 mit us techn account attack cred org advers
T1555.002,securityd mem,keychain osx read encrypt wif unlock key cred cach advers way capit mem mast util root sequ appl not plaintext stor algorithm valu scan decrypt us etc malw securityd el password da access mail keydnap brows cert log find logon impl,mem keychain argu access scan decrypt monit process us root key command logon sequ
