id,name,description,detects
T1218.011,rundll32,confus defens t1036 load examplefunct micro cod analys obsc monit malw t1218 charact extend cpl com runhtmlapply attempt panel vic masquerad command us sct norundl dllname dllfunction avoid evas mit part lin chang control op http controlrundl script controlrundllasus nam export getobject abus shar examplefunction trig item funct man advers trend org support javascrib docu proxy on compat dll window syntax tool rundll32 click examplefunctionw writ www attack powelik fil behavy process execut t1129 payload mod techn sec numb exampl set ex github check shell32,rundll32 nam hist export act cal load command us med funct origin inform cont fil head permit sign process argu execut monit dat ow ag purpos dlls dll ex invoc
T1613,discovery resourc contain,pod mov resourc environ method config dock inform cloud leak step deploy web contain stat advers view query execut provid attempt discovery serv victim log apply im clust nod dashboard ap,apply infrastruct inform pod dashboard ap act web monit discovery contain account us kubernet log
T1583.007,,blackw command environ us target cloudfl funct cloud redirect back traff attack attribut machin advers org infrastruct purchas mit techn provid proxy malw serv acquir subdomain work lambd control op respond lev http t1090,vis act command target effort funct assocy look advers org infrastruct behavy foc serverless dec stag lifecyc plac control detect lev threatconnect ex softw
T1143,window hid,system list abus act awt powershel environ plist alert us langu config dock jav funct run admin attack cod fil mac show uiel advers tag org appl tray avoid cas mit vbscript property techn hid malw t1086 icon work apply carry task op windowstyl maco vary feat window http exampl jscript ex mak sight script,
T1161,addit lcloaddylib,depend field libr load command lccodesignature issu bin us rest sign advers tim mach execut malw dynam chang persist op dylib adjust maco osx sery check lcloaddylib head tel tool,
T1132.001,standard,system c2 command us spec inform cont asci traff standard wikiped advers base64 dat scheme gzip text charact control hexadecim unicod protocol ex compress,behavy flow process cont commun packet dat cli monit network follow protocol port serv us
T1027.009,payload,system lab defens commun abus byt network overlay pattern ticket bin med dtrack2 us report nest cont run impact micro attack psim analys fil default microsoft sign sentinellab advers trend 003 org support orchest trust sentinel process execut t1055 cas mit payload mod techn hid securel steganograph malw part not t1027 design carry control applescrib t1553 feat inject http exampl comr form brows github script weav,behavy inform nam cont construct med payload dat fil head amount siz sign posit ex highlight ind
T1150,mod plist,utf list sof libr trod plist detail us komplex whitel inform cod fil point permit xml advers pref path privileg oth execut argu property docu key mech serv program proc apply persist purpos bypass maco sery context form loc,
T1556.003,auth mod,system patch etc libr abus resourc shadow us auth config plain inform hat man pam cod fil password account advers appl access valu backdo mod guid compon exchang serv harvest pamunix text passwd stor supply cred,system sess etc vpn act shar us config busy inform hour admin pam logon fil build account machin auditd tim behavy path process own access mod monit sec correl serv login log chang exampl ex integr tool aid
T1578.004,cloud revert inst,act evid environ aw ap cloud man revert stop machin advers infrastruct remov typ tech republ inst techn provid dat pres vm chang vary detect bas stor snapshot dashboard attempt,system act ev plan us config addit cloud man tag typ support inst review mod provid monit rollback on vm proc log chang persist op deact stor ident snapshot head
T1148,histcontrol,system hist trac command environ us config leav cov keep cod fil default advers start linux bashh track spac histcontrol ex log maco respect also exampl set ignoredup ignorespac,
T1592,victim inform host,system nam visit databas resourc act reconnaiss chain detail us med target config langu search t1596 funct inform domain cont attack t1588 t1195 sit scan advers org t1598 access host mit techn cap dat t1594 supply t1595 t1587 serv victim design scanbox t1133 way vary form http collect regard opportun comprom websit set ex t1593 ip,visit vis occur act rat pattern us target effort inform cont defend assocy look scan advers org infrastruct foc access host dec stag lifecyc design scanbox plac detect threatconnect internet
T1596.003,cert,nam reg commun ssl resourc act cert encrypt reconnaiss issu threat auth us target search med inform origin cont traff sslshopper web attack artifact t1588 t1199 sign scan ca advers tl org trust t1598 access mit techn cap dat t1595 t1587 serv victim harvest t1133 lookup ord form http sourc opportun ex rel loc tool,
T1056.001,,system sess reg dump network blog us method driv effort hook hardw interceiv funct t1003 t1056 attack period cisco keystrok advers tim org typ capt foc process access mit custom t1601 buff mod techn leg dat input login acquir log way im dev callback http window opportun adv cred ap,reg act cal driv writ kernel inform fil getasynckeyst keystrok ind process valu key mod monit dat getkeyst chang keylog window disk adv instal setwindowshook ap
T1222.002,direct mod fil mac permit linux,direct list act impl command chmod bin us t1574 config taint flow group step t1546 ac attack icacls2 analys fil cod attribut permit advers platform linux org access chown oth mit execut mod techn chang persist control shel maco bas icacls1 hybrid nuant http jun set own tool,direct system list act rat command chmod ev alert util config ac icacls2 analys fil cod build attribut permit ind process access argu mod fold audit monit techn correl chang control maco icacls1 hybrid jun own knowledg tool attempt
T1110.001,guess password,list ftp ev auth addit cloud micro ssh sign samb interfac tcp sso dev bas protocol rout knowledg attempt forc environ cyl us lock default follow password account mssql access kerbero email opt port serv telnet op http system udp complex abus snmp network smb target mysql man advers trend org netbio ta18 id login guess policy window 068a cred cert wlanap off orac logon emotet fail ldap rdp vnc cleav connect le numb mech apply wif trig lockout,system network forc auth target t1078 attack result eid password account fail org access mit scop gain techn monit spray login ex log apply crack window http hash cred attempt
T1216.001,pubprn,direct vic limit abus command us cn upd sct t1059 domain monik print cscript attack printer1 mydomain cod fil follow microsoft sign dc sit account advers ldap solv valid 003 org behavy domain1 execut vbs mit host payload vert pubprn techn remot scriptlet fold proxy ref restrict serv container1 apply shel second bypass control bas http window protocol exampl paramet set ex com script,system patch act command us funct run cscript admin fil capt process int execut argu vbs pubprn monit proxy cyc script attempt
T1597.002,purchas dat,dark limit databas breach resourc act aggreg reconnaiss detail threat fee us target sel search contact inform domain t1078 web zdnet attack t1588 account scan advers org infrastruct purchas t1598 access mit cybercrim techn subscrib dat employ pay cap t1587 serv victim ex t1133 http sourc also opportun regard blackmarket form cred t1593 websit,
T1003,cred dump,sub system mov dump us inform attack assocy password account tact advers org ment access mit custom techn ta0008 sec login text mat http test hash cred softw tool attempt,direct reg dump defens dcsync pid powersploit request pattern alert auth method traff t1078 sept cod analys microsoft systemroot ind drsr oth mem monit anoma know dev detect subsystem feat protocol stor stock system32 softw inspect ap cre attempt ip wel commun act map command us filesystem r2 linkbyid t1059 domain default follow password account hostil linux structure avoid t1055 access argu mit serv program ship lin control http hash script gt system nam reply cal tabl network detail config funct flow man assocy advers org key dec sam correl not login lsass log cop sect packet window watch syntax comprom cred tool powershel getnccchang adsec samr lt inform attack fil build s0002 path process execut mod mimikatz lsa dat connect sec techn proc help text mat inject distribut ex
T1129,mod shar,direct system nam export libr cal load network shar unt us forward instruct spec funct ntdll x3c import attack t1106 cod fil wikiped advers entry org path mit payload mod techn manifest malw compon x3e part createprocess victim program ntfs apply extend way dlls pathnam dll feat window http loadlibr junct symlink loadfrom exampl filenam ex conv ap,direct system limit defens cal bundl load shar nee us funct cod amount circumst devy systemroot behavy path programfil payload mod monit dat routin know dll window softw ap
T1602,reposit config dat,system abus snmp cert us target config reposit admin man object ta17 advers access ta18 remot dat discovery 106a control 156a vary dev ord protocol stor quant softw,lay ssl encrypt network pattern config flow cont traff assocy follow tl access send host monit connect dat apply packet lev protocol inspect attempt
T1561.002,structure disk,system t1021 dump record resourc mbr network tabl load shar boot driv target smb palo inform unit cont impact t1003 t1078 admin comput attack cod fil account advers org isol structure shamoon process nov mit techn mast dat alto numb malw pres design partit avail fireey sect shamoon3 worm feat lev http window disk stonedril t1561 kaspersky cred symantec loc attempt,system record resourc act tabl network command boot driv target bio kernel mount point structure process argu block let mast dat monit numb avail partit chang sect dev superblock stor disk paramet instal loc attempt
T1498.001,network flood,system flood incid resourc cli conduc botnet network us target funct traff attack volum build amount circumst advers tim t1498 org infrastruct bank profil mit cas techn serv tcp avail ddo control packet http protocol rent den sery march internet attempt,commun network flow impact traff caus artifact volum met tim respons er process mess host provid dat monit heal serv highlight avail log apply sens respond detect exceiv ex
T1492,stor manip dat,system wel databas act goal off decid busy lazar inform desir campaign impact object fil affect rest expert advers typ insert process outcom access custom email mod hid dat doj sony vary ord stor form mak softw attempt,
T1574.007,interceiv path environ vary,direct system nam list libr cal powershel net load command environ bin search us method cod python entry advers systemroot path payload giv cmd program lin plac vary window stor exampl ex system32 loc script,direct cre nam system patch reg sess list act environ hkeylocalmachin findst us search admin man cod fil python advers path process mod key monit program upgrad control vary window instal currentcontrolset loc
T1213.002,sharepoint,system list min resourc network shar reposit funct inform link cod standard architect advers structure valu sharepoint project docu proc cred work schedule phys snippet policy lev develop sourc exampl test diagram,direct party min pag environ alert us report reposit inform domain admin enterpr logon artifact analys microsoft account mean platform typ behavy privileg access view mess valu sharepoint docu cap monit dat numb log apply mat detect lev bas ub sourc exampl ex schema
T1006,volum access,system wel act powershel powersploit util fil volum advers hakoby structure access techn monit dat program control bypass window ninjacop github tool,system powershel powersploit command driv t1059 protect attack fil volum org process argu mit handl techn monit dat log cop http ninjacop mak github script
T1044,system weak permit fil,direct system act level thread ev bin us networkserv target search t1038 report vend funct domain self run localserv attack result cod fil bootup permit account temp advers tim esc mean start org behavy t1088 process privileg access execut subdirect mit payload gain techn sec on part serv weak ex persist plac control dlls bypass vary dll manip window ord http context extract exampl adv tak set instal softw,
T1564.008,email rul hid,inboxr system mov commun hack abus c2 word powershel cli cmdlets alert us subject funct t1059 cloud cont admin spearph attack defend cod microsoft t1534 account advers respons org send mess mit email fold techn hid phish le sec malw inbox mailbox read lin mark maco detect feat window http bas body comprom set cred rul ap,cre system inboxr party act powershel cli cmdlets plist us config campaign cod artifact fil microsoft entry unsyncedr mess email mod monit inbox mailbox log apply syncedr maco rulesactivest window bec comprom set messager rul
T1491.002,defac,system hack defac act t1491 distrust intimid hackt setup ev threat us med target intellig propagand driv group attack t1189 spread govern sit stat advers industry respons trend org catalyst precurs mess mit sen techn quest govt commit victim ord http comprom trig integr div websit attempt,party system defac intimid command pattern us flow cont traff assocy artifact fil follow org structure process execut mess argu inspect monit connect correl anoma log apply chang lin packet protocol syntax websit attempt
T1171,nbt relay llmnr poison,system nam udp github resourc request network forc metasploit hash auth method us target smb conjunct nbt inform domain interceiv link step traff attack nbnspoof s0174 cod resolv microsoft password scan wikiped advers ntlm ide netbio org spoof path send access poison host dns mit t1110 cas ntlmv2 techn monit port compon id wir serv victim control technet t1040 respond crack plaintext llmnr window bas http relay sourc form cred softw tool attempt,
T1590.005,address ip,who databas resourc act reconnaiss detail siz us search target t1596 inform address domain dumpst attack scan advers org infrastruct t1598 access block rang host mit set techn provid dat dns t1595 serv victim t1584 acquir t1133 way vary form t1583 http collect opportun websit comprom internet ex t1593 loc ip,
T1499.001,exhaust flood,system flood limit arb annualdosreport resourc maxim request forc tabl jan search demand target cloudfl ack self confirm launch attack abl synflood caus nat corero exhaust endpoint capac amount stat advers send access connect numb tcp serv work syn way packet requir lev protocol den do handshak match ackflood ex,commun network command pattern us flow impact traff caus assocy fil artifact follow endpoint met effect respons tim er structure process execut argu mess host dat monit connect heal correl anoma serv highlight avail lin log apply sens packet respond detect protocol syntax exceiv ex inspect
T1014,rootkit,hyperv system record cal level network boot us driv hook blackh interceiv inform funct kernel attack fil t1542 mac wikiped advers org linux mit techn hid mast connect malw compon pres firmw serv rootkit program osx window http supply ex symantec ap,system mbr network us driv protect fil mount point wikiped typ behavy let mod monit dat connect compon pres firmw serv program rootkit vir chang dlls dev detect stor set ex softw tool
T1546.013,profil powershel,sess powershel flag load command environ is us driv funct t1059 domain cont run admin noprofil attack ps1 comput launch cod logon consol microsoft account advers tim start org support privileg profil mit host gain techn mod program persist op http exampl wit studio trig script,hostprogram powershel load command driv cont ps1 cod che microsoft process profil privileg pshome mod docu gain monit malw hom persist sheet stor archaeolog exampl trig loc
T1059.007,javascrib,cod microsoft platform html interfac mem bridg compon silv bas ap pag impl command environ langu hta t1059 mac runtim jscrip osascrib access mit engin sparrow autom part program lin t1559 control nodes maco applescrib lev http jscript internet brows script system download expl abus framework team util osakit driv cont t1189 specterop standard architect advers org support javascrib host os t1027 osx window comprom feb2021 inform model attack object fil jxa rest tim appl behavy execut payload techn cap osacompil apply text webp websit,system patch ta0009 act load command network ev us langu post ap funct inform run admin attack assocy fil cod jxa tact effect ind osascrib org capt typ behavy process int ta0007 execut argu host mit mod monit discovery lead lin dll detect window http collect sourc comprom jscript ex cyc script attempt
T1590.002,dns,party nam wel mx reg databas record resourc reconnaiss detail us search target off t1596 mail inform address cloud domain dumpst outlin attack saa scan advers org infrastruct access dns host mit techn provid dat suit t1595 serv victim t1584 subdomain acquir t1133 way spf vary form salesforc http t1583 opportun zendesk comprom set ex t1593 txt websit,
T1501,systemd serv,direct system rec freedesktop pag 29sep2018 etc resourc level pack command boot us execstartpost config systemd mail funct background unit condit cov daemon man 10jul2018 caus cod fil default execstartpr rapid7 upstart advers gist rhel org linux start sysvinit process execstart access execut ubuntu init systemctl privileg leg cento usr serv victim execreload acroread deb 8jul2018 bleepingcomput persist lib extend control janu root distribut stor march fedor arch comprom 22june2016 interv,
T1514,prompt execut,break authorizationexecutewithprivileg world abus cal masquerad dea rat t1036 request mak upd us coldroot origin prompt integr attack feb cod fil shlayer carbon machin black advers grant releas org behavy privileg mit techn mech victim program work apply persist purpos op osx maco lev root ord http develop sourc instal cred softw check trick ap,
T1123,capt audio,system record cal us writ inform comput fil advers capt audio malw video serv webcam apply purpos convers dev lev disk voic microphon script ap,record act cal command inform comput assocy capt argu audio monit video serv webcam apply purpos convers dev lev voic microphon ap
T1543,system process,system level load boot fin us config t1543 funct background run launch daemon attack admin appledoc advers effect launchd linux start org process privileg mit init payload techn malw part serv persist ag technet know maco osx detect ord window http root lev paramet ex interv,system patch reg level cal load command environ ev upd driv sysmon cyc daemon result assocy fil advers process trust execut valu payload baselin key techn monit id correl part discovery serv ex lin chang persist construct know tre window instal invoc softw tool ap
T1133,serv,citrix desktop t1021 resourc network environ volex auth us dock unit micro t1078 enterpr man attack web hildegard account advers trend org access kubelet mit vnc techn remot connect malw mech serv gateway fac keylog apply op requir lev window http comprom vpns dashboard cred softw loc,wel pract act network command environ pattern us auth hardw busy flow address hour traff man attack t1078 metadat assocy mac follow fil account advers dhcp org behavy structure process access execut argu mit techn monit connect correl anoma serv login log apply lin fact construct packet dev window protocol http syntax sourc inspect
T1109,compon firmw,system defens level conduc bio comput attack cod fail advers org access mit host techn cap compon firmw im dev bas http t1019 disk comprom integr softw check,
T1546.006,addit lcloaddylib,depend field libr load command lccodesignature bin us taint cont rest sign advers tim mach execut malw dynam chang persist op dylib adjust maco osx sery check lcloaddylib trig head tel tool,cre system wel patch load command ev bin us upd taint cont fil look sign pe process argu execut monit lin chang persist apply dlls dll checks trig head
T1539,cooky web sess,system sess network framework t1557 nee muraen auth us target cooky crypto cloud unit campaign traff web period attack mac middl t1550 machin evilginx advers tim april org mauraen process access mem mit gain techn remot phish malw proxy serv login apply fact tok bypass pas brows janu find protocol http disk exampl sourc internet ex cred github evilginx2 websit ap,dump resourc network ev us aw cloud man consol process access mem gain provid monit serv program login cred log brows attempt
T1053.007,orchest contain job,system abus cron us threat config kubernet job funct run deploy cod contain advers tim linux typ orchest process dat schedule persist task clust cronjob nod quant matrix tool,cre pod resourc environ us kubernet job deploy fil contain orchest monit proxy sidec log apply schedule ag nod
T1568.002,gen domain algorithm,umbrell list nam wel dga channel word act net command us gen instruct cybereason contact domain address unit algorithm cont traff attack cisco defend feb istgmxdejdnxuyl period stat advers string tim mean april org track oth block see valu let mitig mit techn malw fallback gib serv ex purpos control construct form bas http ru t1008 adv destin mak check ip,nam success complex dga word famy chain entrop us method random ratio addit domain algorithm analys machin string challeng univers vowel host high dat sec numb malw frequ approach cdn apply charact gram pac markov detect bas proport myriad dict trig form scor check
T1036.007,extend fil,system nam wel expl doubleextend abus doc masquerad gif jpg us config hta ta0001 attack t1566 cod fil display tact advers mean org typ view access execut mit email lnk payload gain techn hid socprim scr malw t1204 evil text extend attach op im policy pcmag http exampl filenam ex brows softw txt trick attempt,inform nam extend cont med fil monit dat head disk ow permit sign us ex writ
T1548.002,us account control bypass,direct list mov load method group cod auto track rang compon work t1218 know com softw anyth pag act box us fareit protect default permit password account privileg trust access mit gain program enforc task control op technet t1559 wild http integr script system msdn level uacm uac confirm admin comput advers org not dll window cred rundll32 click elev impact model prompt attack object fil fortinet process techn sec mech davidson bypass exampl ex eventvwr github,system nam isolatedcommand reg command environ mscfile runa us method uac inform run cod analyst microsoft exefil class hkeycurrentus own path process privileg argu sdclt key currentvert monit dat mech chang shel control bypass im vary window exampl set ex eventvwr softw ap
T1099,timestomp,nam windowsir act masquerad t1036 investig us deploy attack analys fil advers tim timestamp org mit mod techn hid fold malw http exampl tak ex tool,
T1016.001,internet discovery connect,system c2 request us s0097 redirect attack result cod advers respons org mit connect proxy discovery serv way http comprom tracert internet ping softw rout check websit attempt,system process argu monit connect command comprom tracert internet ping check
T1548.003,cach,system sess pag etc timestamptimeout proton user1 tty command touch nee issu auth us killal deleg config cybereason group run admin man abl period var ttyticket cod fil default amount password permit edit fal advers tim db timestamp isol typ privileg process argu inst rang timeout audit monit supply echo minut sudo mech malw superus cred lin chang control trail osx root feat ord termin exampl nopasswd cach script,direct system nam etc abus logoutput command environ alert us funct inform abl cod fil tim auditd linux privileg process argu techn monit dat id sudo input suod log im loginput vary bas output own cach
T1560.003,custom method arch,wel stream libr impl encrypt us method util ciph algorithm advers xor custom dat ref part know exfilt arch compress,system patch act encrypt network writ effort funct run admin assocy fil follow loss typ foc transit capt int dat prev monit intrud extend detect exfilt head cyc script attempt
T1578,infrastruct cloud,cre defens evid cloud permit machin account advers trend infrastruct remov access inst mod gain restrict compon pres delet serv bypass detect snapshot mandy attempt,cre system act environ chain ev plan us search terminateinst config aw addit cloud admin man period volum follow mount account machin tim tag isol typ support infrastruct behavy capt view inst sequ block review abs mod provid monit audit compon on rollback vm part pres delet proc log chang persist op cloudtrail deact stor ident snapshot exampl runinst head googl gcloud
T1069,discovery group permit,inform group memb us find permit help set account advers attempt,system list mov act powershel command network environ chain ev inform cloud group man assocy instru artifact advers isol behavy process view argu mess techn dat monit discovery part serv acquir lin log construct op bas window set extract tool
T1114,email collect,inform email trad target dat cli serv us advers mail,cli mcmichael pattern auth forward addit cod microsoft platform auto ind monit fac detect feat match rul loc ap attempt act command investig us bear mailfwdby account privileg access argu email serv mailbox sid lin op smtp system level network nee mail address admin man artifact instru org host login ex appear exfilt window comprom tool powershel forwardingsmtpaddress suspect inform webmail fil volum build tim challeng process send mess connect numb exchang pres autoforward exampl paramet set destin head
T1003.002,sec man account,system databas reg github level s0008 command hash us secretsdump guest admin man attack cod fil build account s0002 advers org start process access mem host mit techn mimikatz sam sec numb hklm not pwdumpx ex creddump7 mat window find stor http extract cred softw gsecdump tool attempt,system wel databas reg dump defens tabl command us config t1078 man attack cod fil password account advers systemroot org avoid access argu mem oth mit key techn sam monit sec help mat cop dev detect window http stor extract comprom hash cred system32 attempt
T1596.002,who,nam who reg resourc act command reconnaiss threat us search target util contact inform domain attack t1199 scan advers org infrastruct trust t1598 query access block mit techn dat pil t1595 publ serv victim t1584 ex acquir lin t1133 rir t1583 http sourc opportun comprom anyon internet form rel ip,
T1542.001,system firmw,system act upd hardw bio funct comput ef uef wikiped advers mean interfac cap soph input firmw persist output exampl softw,diff system list patch dump intel framework hackingteam bin us blog writ bio ef uef analys mcaf copernic behavy mit mod monit firmw rootkit read log chang meas im chipsec know github attempt
T1594,search victim websit,nam databas t1589 resourc divid t1585 reconnaiss detail us search target t1596 busy contact inform address leak attack t1566 t1199 sit account advers org t1586 trust t1598 access mit email techn employ dat info phish victim rol highlight op depart vary form http also sourc opportun comprom ex rel loc websit comparitech,field act request network reconnaiss us crawl traff web metadat artifact advers string ref ag http sourc quant success
T1069.003,cloud group,wel list msolrol cloudid resourc getbucketac hil powershel cli get command environ us team off raind aw target ap googleap inform cloud v1 group ac object assocy cod endpoint permit microsoft account advers access az interfac docu provid exchang id rol ad help bucket googl cmdlet memb lev find http exampl set own com github knowledg tool attempt,cloud process group argu list act find monit dat assocy command permit ev set extract attempt
T1574.011,weak permit reg serv,list reg s0075 group tweet cod svchost imagepa binpa persist stor softw act sc hkeylocalmachin us t1059 domain permit account entry privileg access mit hklm insecureregperm serv weak program ad chang control servicenam http collect system nam export perform microsoftservicesregistryt networkserv driv config funct localserv point advers esc start org custom key failurecommand anytim dll window context subkey tool powershel servicedl malwarehidesserv inform launch attack fil execut flaw payload kans techn dat sec tre ord trojzegost exampl paramet set ex currentcontrolset perm,system reg act powershel command out us upd launch man cod instru show fail advers start path process execut argu valu key mod monit dat hklm correl serv program log chang apply window paramet ex softw currentcontrolset
T1596.001,dns,nam wel reg record resourc act network reconnaiss detail threat us search target reposit mail inform address misconfig domain leak outlin attack nameserv t1199 advers respons org infrastruct trust query access dns host mit techn dat t1594 serv victim t1584 subdomain ex log acquir t1133 rel vary t1583 http sourc opportun comprom dumpst form t1593 websit,
T1499.003,apply exhaust flood,apply system arb access annualdosreport resourc web target feat request den exampl exhaust jan serv advers avail,party databas commun ssl resourc level encrypt network command pattern us target addit flow impact traff web attack caus assocy fil artifact instru endpoint met effect respons tim tl er typ structure process execut argu mess host dat monit connect heal correl anoma serv highlight avail lin log apply sens packet respond detect lev feat protocol syntax den exceiv ex inspect
T1163,rc,system etc common command boot us method util funct item launch daemon reboot deprec cod fil mac fav advers startup start process argu techn hid rc malw lin persist ag way shel maco root sourc set script,
T1195.001,depend develop comprom softw tool,system depend us target receipt funct desir npm cod tact advers mean consum project dat victim apply purpos trendmicro develop sourc comprom set softw tool,download deploy act ver mech test scan sign us hash integr softw upd check tak attempt
T1588.004,cert,party reg ssl cert t1557 us auth target inform domain cont diginotarcomprom traff attack web buy middl sign advers valid tl org faq purchas 003 trust infrastruct mit person key ent techn t1573 provid id t1608 design ex acquir mat control op t1553 cryptograph root http protocol own t1071,piec ssl cert beacon network us target effort inform traff web attack default show sit scan advers respons tl org infrastruct foc behavy track cas valu mit t1573 techn monit compon pivot serv sid log t1553 detect cryptograph root protocol http body internet head t1071 tool aid
T1583.002,serv,system nam lay channel act c2 command us target config post domain run traff flex attack advers respons org support structure dns mit techn malw serv sid apply task control op bas protocol http comprom set ex t1071,
T1561,disk,system t1021 dump record resourc mbr network shar boot us goal target smb impact t1003 t1078 admin attack account advers org structure access mit techn mast dat interrupt port numb malw avail sect worm op feat lev http window disk cred attempt,system record resourc act tabl network boot us driv writ v6 bio kernel cod mount point process access block let mast dat monit numb not read partit avail chang sect dev superblock stor disk paramet instal loc attempt
T1071.004,dns,system nam field lay abus cli network command environ us auth med funct domain traff comput dnstunneling complet advers avoid dns blend pan dat serf serv victim apply control packet detect protocol filt head tunnel,ssl command pattern us dot flow domain traff assocy fil follow tl structure process execut argu monit connect correl anoma lin know packet lev protocol doh syntax inspect
