id,name,description,detects
T1037,script boot logon initialization,system script escalate function boot use administrator persistence log logon initialization send base apply program account access server information perform privilege operate configuration adversary maintain,script key boot use argument directory registry persistence logon initialization window file account construct access time change user monitor consist command process duty execute administration
T1557,middle,system position volexity_0day_sophos_fw attempt attack setup protocol arp ttint_rat use algorithm control tl force tlseminar_downgrade_att activity cooky destination http t1040 transmit dns_changer_trojans mitm middle secure taxonomy_downgrade_att_tls example device network modify behavior encryption service t1498 victim leverage manipulation t1562 technique defense determine access mitm_tls_downgrade_att order information data support flow t1565 communicate perform llmnr ad_blocker_with_miner sniff rapid7 session manipulate deprecate dns site monitor mitre prevent adversary abuse basic le feature traffic impair communication malware action version,view metadata hardware protocol dhcp dnsclient value id activity mac associate log policy nt service device network window address daemon behavior source anomaly aitm software isolation construct data change llmnr management microsoft monitor chain creation identify hklm disable traffic application event dhcp_serv_op_events part
T1033,system discovery owner user,system t1003 attempt attack dscl automate use directory http log example behavior environment utility usernames t1033 technique account number access information dump discovery shape action code prevalent linux way list user session mitre whoami identify command target macos ownership detail owner,uncommon invoke indicator systemroot interrogate section use line copy associate dcsync http path subsystem exe steal proc filesystem drsr technique adsecurity controller start module information medium code t1055 analysis microsoft monitor creation compromise process call lt structure attempt samba security standard protect directory text manager stock correlation window device program mimikatz file replication account software request material access inspection verify help samr ip execution mitre detect command feature gt syntax hostile analyze watch script key config protocol avoid argument system32 drsuapi activity registry t1078 log map network r2 others s0002 sam hash powershell authentication dump flow memory linux password operate domain traffic respective lsass note detail connection distribution system t1059 attack name store packet default powersploit functionality service parse pattern defense harmj0y tool look server injection data detection dec lsa configure originate communication pid dumper getnccchanges
T1583,infrastructure,buy rent shut use host operation service variety solution modify stage trendmicrohideoutslease implementation blend lease provision server purchase party help launch infrastructure cloud domain botnets target traffic,system beacon buy rent resource track hunt response registration name sep relate use internet control tl face negotiation registry log service gather stage ex lease provision software server focus information port data detection koczwara ssl dec help lifecycle jul query listen infrastructure artifact domain monitor dns aid mandiant command target feature effort certificate threatconnect database c2
T1218.011,rundll32,harmless function rundll32 use line http dllname exe dll example behavior runhtmlapplication check .. technique number github module t1129 code analysis monitor adversary process shell32 load evasion www security t1036 control share operation getobject mshtml window control_rundll file conceal export document support click execution mitre command execute cpl syntax ansi vice unicode script examplefunction item payload control_rundllasuser manner compatibility obscurity trigger extension panel poweliks t1218 trend malware create attack name dllfunction javascript confusion ex defense tool character masquerade exampledll allowlists norundll abuse specify part see,function name rundll32 use argument permission activity obfuscate age exe dll file header determine export information data invocation medium ower analyze signature monitor history execution command process content origin execute call load
T1613,container resource discovery,view status resource attempt movement deployment provider service image environment victim utilize cluster information discovery query method container discover execution step configuration application pod api inform kubernetes docker,monitor account log information container application infrastructure discovery pod api perform action kubernetes activity user
T1583.007,serverless,runtime attribute respond worker function serverless attack blackwater provider use control generate http t1090 aws operation proxy subdomains environment machine leverage technique server purchase cloudflare infrastructure cloud configure mitre detect command target traffic malware redirector,function relate control activity associate organization stage behavior leverage software look focus detection dec lifecycle infrastructure adversary command target effort place threatconnect visibility
T1143,window hide,system carry script work java attack plain hide use task administrator activity t1086 mac property http operation functionality variety example window environment file powershell technique plist dock awt apple icon antiquate case code tray list operate user show run mitre configuration tag abuse prevent feature application jscript malware language implement,
T1161,addition,lc_code_signature use dependency persistence operation issue modify dylibs header tell tool osx field adjustment rest time change perform series mach signature execution load command macos malware ad hoc,
T1132.001,encode,system standard use control text base64 gzip wikipedia mime specification character information data compression detect command traffic encode c2,monitor uncommon server protocol port data network flow process communication content client behavior analyze use packet
T1027.009,payload,system script attack learn dtrack2 payload benign hide browser relate use control format orchestrator report reverse default byte http t1027 ticket example network executables file psimage encrypt technique lab conceal securelist defense t1553 pattern sentinel github binary module injection support notarization observe medium sentinellabs case design t1055 communicate analysis signature microsoft comrat execution mitre adversary trend process steganography content part feature communication malware micro inject c2 trust impact,signature monitor amount header construct payload indicator information data name content behavior medium file size highlight
T1150,modification plist,whitelisting xml key contain plists argument format permission komplex property preference persistence location path service others bypass program executables file mechanism trojan plist information procedure document library sofacy code series list privilege user context macos application encode execute detail point,
T1556.003,authentication module,system resource credential plain store value text passwd guide service modify pam_unix file exchange authentication supply account access module information backdoor library pam apple component patch code password configuration adversary modification man retrieve shadow,system enter multiple security use login activity share log aide path logon service example behavior file machine ex present account integrity construct business tool module information access auditd pam remote time change user session monitor configuration process ownership hour
T1578.004,instance cloud,attempt revert provider dashboard variation instance snapshot activity aws evidence google presence base environment tech machine technique attach apis data detection change republic perform vm management infrastructure storage cloud restart type restore compute,system centralize roll provider deactivation use review instance relate rollback snapshot activity persistence log operation plan header procedure activation support change help vm management storage cloud monitor addition configuration modification type event action
T1148,histcontrol,system track bash_history use default log example environment file space histcontrol code linux operate ignore user configure save history trace command macos respect,
T1592,gather victim host information,system collection resource attack search opportunity name t1596 visitor t1588 use t1598 host reveal http regard t1594 functionality service variety gather reconnaissance t1133 victim t1195 ex technique supply access information t1595 data medium action design operate way scanbox t1587 domain collect chain ip site online mitre configuration adversary capability compromise t1593 target set website form database detail language assign,visitor use internet relate activity occurrence host associate organization stage access look information focus detection scanner dec design lifecycle infrastructure scanbox defender target effort content threatconnect place rate visibility
T1596.003,certificate,resource attack search authority opportunity name t1588 use tl t1598 t1199 reveal http location organization issue service reconnaissance actor source t1133 victim ex technique access order tool information t1595 relationship data lookup remote medium ssl register cert sign t1587 mitre threat capability web target traffic certificate content communication form sslshopper trust,
T1056.001,,system input t1003 intend attack function hook hardware opportunity capture driver use login custom http registry log modify image network device t1601 legacy technique access period dump data time method intercept way user adventure callback operate session buffer mitre modification cisco process type effort api t1056 keystroke blog,kernel keylogging indicator driver disk setwindowshook value activity registry window file getkeystate look information data change adventure getasynckeystate monitor modification process call installation
T1222.002,directory modification file permission mac,attribute chmod attack hybrid standard use control t1574 permission taint chown directory mode t1546 persistence http allow modify shell base apply others unix icacls2 file group implementation nuance platform technique icacls1 access tool flow acls action code change linux list june analysis configure manipulate execution step configuration mitre command vary modification macos execute hijack owner,system knowledge attribute attempt chmod contain hybrid use argument control permission audit activity directory indication modify utility icacls2 file technique folder icacls1 access tool alert change acls code list baseline june analysis correlate monitor configuration command modification process macos event ownership rate
T1110.001,password guess,system knowledge vnc attempt samba opt credential protocol tcp failure connection snmp use router force id default udp wifi telnet http emotet operation policy organization ssh service lock network base device environment mechanism option ftp authentication trigger account kerberos number access smb lockout port complexity interface mssql brute guess sso cleaver office password management sign cert oracle ldap addition abuse cylance wireless target trend application event terminal mysql micro,system attempt attack credential failure use force crack scope http t1078 log network window hash ex technique authentication account eid access password result monitor mitre target application spray gain
T1216.001,pubprn,t1059 script attack validation payload protocol sct cscript mydomain cn use control directory host http pubprn parameter service example container1 window shell solution bypass com file scriptlet technique folder account reference moniker remote printer1 enigma0x3 code sign domain signature ldap execution dc mitre adversary site command vbs abuse prevent application execute domain1 printer vice restriction version,system script attempt function capture cscript use argument administrator pubprn file cycle patch run monitor execution command vbs process intent action
T1597.002,purchase data,dark resource employee attack opportunity credential t1588 subscription use t1598 reveal http t1078 regard service breach reconnaissance actor zdnet source t1133 victim ex limit technique account access purchase information data remote fee infrastructure t1587 contact domain mitre adversary threat capability web target website t1593 aggregation form database detail blackmarkets,
T1003,dump,system attempt movement attack mention security use custom text http associate tester hash technique account software material access tool information dump perform password operate ta0008 mitre,uncommon invoke indicator systemroot interrogate section use line copy associate http dcsync path subsystem exe steal proc filesystem technique drsr adsecurity start controller module information medium code t1055 analysis microsoft monitor creation compromise process call lt structure attempt samba standard security protect directory text manager stock correlation window device program mimikatz file replication account software material verify inspection access request help samr ip execution mitre detect command feature gt syntax hostile analyze watch script key config protocol avoid argument system32 drsuapi activity registry t1078 log map network r2 others s0002 sam hash powershell authentication dump flow memory linux password operate domain traffic respective lsass note detail connection distribution system t1059 attack name store packet powersploit default functionality service linkbyid parse pattern defense harmj0y server tool look injection data detection dec lsa configure originate communication pid dumper getnccchanges
T1129,module share,system loader attack function contain payload name use x3e reside directory http share createprocess path functionality dll exe example window network ntdll program file victim instruct convention technique t1106 wikipedia export specification module extension x3c pathname component code win32 dlls filename way import symlink mitre entry feature application call part execute specify api junction load,system function payload systemroot benign circumstance use protect generate directory share path dll window behavior deviation amount routine limit software defense module data code monitor call api load programfiles
T1602,configuration repository data,system quantity protocol store snmp use control manage variety device objective software repository access order data discovery remote management cert align collect configure configuration abuse target ta18 administration,attempt protocol standard packet layer host associate network encrypt leverage receive pattern construct inspection access data flow monitor configuration traffic application content analyze connection
T1561.002,disk structure wipe,system structure resource corrupt attempt shamoon3 attack t1003 availability t1021 drive malware boot computer disk kaspersky t1561 unit alto http t1078 wipe location share organization symantec table network shamoon fireeye window file master palo leverage admin technique present partition account isolation number smb propagate information sector data dump locate code perform design operate render mbr record mitre target process stonedrill content feature load,system kernel structure resource attempt availability drive boot driver argument disk activity location wipe superblock device network table bios partition block mount number letter construct sector data change storage monitor record command process installation point
T1498.001,network flood,system saturate rent resource attempt attack availability protocol tcp need volume circumstance client use internet packet cause generate http functionality service t1498 conduct network flood distribute amount ddos technique profile march time iranianbotnet case series infrastructure incident spread icmp botnets mitre botnet traffic target bank stateless towards,uncommon response availability volume provider cause host log health message service network ex sensor data flow exception detection time error highlight monitor traffic process application communication impact
T1492,store manipulation data,system attempt hide store relate format custom activity variety fireeye gather file understand sony affect email software access business order lazarus information expertise data campaign rest goal desire office specialize manipulate delete make adversary modification process type decision database outcome doj insert impact,
T1574.007,variable path environment interception,system script precede contain search payload systemroot name store use line system32 python directory location give path example window environment program powershell determine library code list hijack cmd entry command net place variable execute call load,system search hkey_local_machine name control activity directory registry manager location upgrade path environment program file construct currentcontrolset patch code outside list session monitor creation modification process net variable execute installation findstr administration
T1213.002,sharepoint,system structure resource work learn value link share snippet policy functionality example network test development source leverage architecture schedule repository mine information procedure code list sharepoint adversary documentation project diagram,view mean maturity analytics use report administrator value directory enterprise log message logon trivial example base behavior environment source leverage platform anomaly account construct access repository number information mine document data page detection party perform privilege artifact user domain microsoft monitor configure sharepoint detect capability upon application type retrieve
T1006,access volume,system structure ninjacopy volume control window bypass program utility file powershell hakobyan access tool github data monitor analyze action,system t1059 script ninjacopy attack drive protection volume argument recommend copy http log file evade powershell technique determine github data monitor mitre command process
T1044,system permission weakness file,system level contain search attack mean payload take subdirectory t1088 variation use relate control report permission vendor seclists directory persistence http installer functionality extract service dll example window networkservice t1038 bypass file bootup manipulation overwrite ex technique account software start access mozilla order binary firefox unpack installers thread time code perform dlls privilege result weakness domain escalation restrict hijack user execution mitre target process event part execute localservice place installation gain advantage action,
T1564.008,rule hide email,system t1059 create key function attack response credential delay t1534 client read security use line cmdlets administrator http body rule organization message modify base mark word powershell hack technique folder email account spearphishing alert detection move code user microsoft delete defender mitre compromise adversary le feature inboxrule macos communication impair content malware mailbox inbox,system rulesactivestate client use messagerules cmdlets activity log rule message window file powershell email syncedrules plist campaign unsyncedrules party code artifact user microsoft monitor creation entry compromise configuration modification inboxrule application macos mailbox inbox
T1491.002,defacement,system t1189 government attempt attack response precursor drive govt catalyst use face http discredit organization message fireeye industry victim group technique hacktivist trigger deliver integrity order t1491 intelligence push medium distrust user setup deface spread cyber statement mitre question threat propaganda hacker committee site compromise trend event intimidate action defacement,system structure attempt protocol standard use line packet argument associate log message organization correlation file pattern deliver construct inspection flow change party user monitor execution command website traffic process application respective intimidate syntax connection deface
T1171,llmnr relay poison,use crack http resolution path identification relay offline technique metasploit github information port component code llmnr monitor dns technet adversary step identity resource attempt control link victim software request access nbnspoof intercept sniff idea mitre execute conjunction netbios t1040 alternate send secure network wire source hash authentication wikipedia smb t1110 brute method case password domain rapid7 identify require responder traffic target multicast s0174 system respond attack name format force host spoofer poison serve service base tool perform byt3bl33d3r,
T1590.005,address ip,collection resource attack search circl t1596 opportunity provider use t1584 t1598 face host whois reveal http location organization service variety gather address reconnaissance t1133 dumpster victim ex technique block access derive information t1595 data remote action infrastructure way domain t1583 ip online dns mitre compromise website target set t1593 form database detail size assign,
T1499.001,flood exhaustion,system jan resource work attack state search protocol tcp need confirm relate packet force cause match ack manage allow send service table arbor flood amount ability leverage exist limit demand number request access syn impose server cloudflare capacity rogue endpoint launch way operate concurrent handshake annualdosreport target synflood unresponsive ackflood corero connection nature requirement exhaustion,uncommon structure response availability protocol effect standard use line packet argument cause host associate log health message service correlation network file ex pattern inspection sensor data flow exception detection time endpoint error highlight monitor execution command traffic process respective communication application syntax connection responsiveness
T1014,rootkit,system level kernel attack hook boot hide use firmware mac http functionality symantec service modify rootkits network presence window program file master technique supply information t1542 component linux operate record mitre crowdstrike rootkit existence malware connection hypervisor,system point protection driver use firmware service device rootkits presence network behavior program file software mount letter tool look data detection component change dlls operate storage virus monitor mbr rootkit modification type existence connection
T1546.013,profile powershell,t1059 script shady attack function flag drive computer use ps1 end administrator host persistence http logon example modify environment program studio powershell technique trigger account start profile module wit support time code launch privilege console session domain configure mitre adversary command content execute load gain turla,drive store ps1 home _profile persistence location sheet include example powershell trigger profile module document archaeology code privilege microsoft monitor load modification command process content malware gain hostprogram
T1059.007,javascript,browser internet line http automation t1027 osa behavior utility implementation osascript object technique sparrow model information jxa mdsec apple page component code microsoft adversary compromise jscript standard webpage control mac window program file silver access framework support execution mitre command specterops macos execute team runtime t1189 script payload drive feb2021 obfuscate leverage architecture engine apis interface memory time operate vscode capability bridge application applescript language system t1059 html attack hta nodejs t1559 sentinelone javascript base environment download platform explorer jscrip rest abuse part,system collection script attempt function attack capture effect use line argument administrator relate activity host http ta0007 dll exe window wscript behavior network lead file source cycle osascript ex module information jxa usage discovery detection patch post code ta0009 occur run monitor execution mitre compromise command process jscript event intent type api load language action
T1590.002,dns,resource attack search circl t1596 name opportunity metcalf outline provider use t1584 host reveal saas http suite service variety salesforce gather address subdomains mail twitter reconnaissance t1133 zendesk victim dumpster ex technique txt access server information sean t1595 data remote mx party register office way infrastructure cloud domain t1583 dns online record mitre compromise website target set t1593 form database detail spf,
T1501,service systemd,system level package resource create bleepingcomputer config centos systemctl boot gist store use control execstart cause cover default directory unit persistence manager manage initialization functionality service modify recur mail daemon file freedesktop legacy victim arch background start rhel remain lib extension access execstartpre page code linux acroread privilege user condition execstoppost rapid7 init restart execution configuration anomali command compromise adversary backwards systemd process interval man execute distribution,
T1514,prompt execution,update coldroot escalate feb attack work death credential use t1036 shlayer appledocs prompt world persistence http operation release modify rat behavior program check source file leverage victim mechanism machine technique break software root request integrity order osx installers trick install code perform privilege way elevate carbon developer deprecate masquerade user grant mitre abuse application macos call api installation authorizationexecutewithprivileges,
T1123,capture,system script capture audio computer use disk conversation voice service device gather file provide leverage purpose information video operate record application call malware,capture audio computer argument conversation voice service device gather leverage purpose information video monitor record command application call api action
T1543,system create modify process,system level create escalate function attack payload malware boot t1543 effect administrator appledocs persistence http parameter initialization functionality service modify window daemon refer leverage technique background startup root order osx detection perform linux launch operate privilege user configure technet mitre process macos part agent execute load,system level know create payload installation driver line id value persistence registry associate service modify window daemon environment file cycle ex technique software construct tool tree invocation patch change baseline correlate result monitor execution adversary command process event part call load trust
T1133,remote service,vnc attack keylogging t1021 desktop use face unit http enterprise t1078 location manage operation service network vpns environment kubelet hildegard citrix mechanism leverage technique authentication software account volexity access server persist management gateway mitre compromise require trend macos application api malware connection micro docker,structure metadata attack hardware protocol dhcp standard use line login packet argument activity mac http t1078 log associate depend service device network address behavior environment window correlation authenticate source file factor technique authentication account pattern construct access business inspection flow remote persist management monitor execution identify mitre detect require command traffic process application respective syntax connection hour practice
T1109,firmware component,system level attack mean failure computer firmware disk host http conduct device image base check bios technique software defense t1019 integrity access component code operate employ way mitre compromise capability execute sophisticate maintain,
T1546.006,addition,lc_code_signature malware use taint dependency persistence operation modify trigger header dylibs tell tool osx field adjustment rest time change perform series mach signature execution command macos content execute load ad hoc,system update use line argument taint persistence pe modify file trigger header binary look checksum patch change dlls signature monitor execution command process application content event execute
T1539,session cookie web,system attack credential protocol browser correspond muraena use internet disk pas cooky kaspersky mac unit http t1550 middle steal service example network gather proxy bypass evilginx2 mauraena authenticate source machine factor ex technique authentication access cookie github period framework campaign memory remote time user session cloud mitre adversary website traffic target application web crypto t1557 malware gain,resource attempt browser provider login log service network program compute access dump memory management console cloud monitor process event gain inject
T1053.007,orchestration container job,system cronjob node deployment quantity job use task persistence functionality orchestration cluster schedule tool time matrix code container perform configure adversary threat abuse process type maintain cron date kubernetes,monitor sidecar log construct resource creation schedule deployment application orchestration agent retrieve pod job file use environment container
T1568.002,domain generation algorithm,t1008 track feb attack generation gibberish name akamai algorithm use destination control value activity instruction dga unit http fireeye address base others cybereason check sednit word ex purpose technique block future umbrella construct letter string server period channel dgas poshspy time ccleanup list employ domain contact defender make ip seed mitigation talos adversary command cisco mitre traffic ru concatenate form istgmxdejdnxuyla net fallback malware,family learn name visit algorithm approach ratio security format use generate relate host dga challenge vowel gram base predict check machine word score etc trigger success frequency number determine string character pace complexity data detection classify university method analysis randomness domain chain addition markov detect application increase entropy see proportion cdn
T1036.007,extension,system view involve attempt attack hta payload name malware benign hide browser pcmag use ta0001 cause text jpg doubleextension attachment http policy doc exe example image file display ex explorer technique gif txt software determine access evil extension lnk trick code t1566 filename operate masquerade user configure render execution mitre adversary abuse socprime scr type execute t1204 gain,signature monitor header contain extension information name data content medium file disk permission ower
T1548.002,control bypass account user,contain rundll32 use fortinet prompt http dll example com mechanism object technique model github page component notification code list technet process load level elevation deny protection security control fareit directory operation window program file account software davidson access click auto enigma0x3 elevate mitre execute enter uac script work movement computer sans task administrator enforcement bypass fileless integrity eventvwr remote method password user discover t1218 gain implement system attack t1559 permission default range group confirmation msdn perform privilege box uacme action anything trust,system class key name exefile analyst argument control isolatedcommand registry path example image shell window bypass environment mechanism hkey_current_user software fileless information data eventvwr enigma0x3 method code currentversion change elevate privilege sdclt run microsoft monitor command set process variable mscfile owner
T1099,timestomp,create attack name hide use t1036 activity obfuscate http investigator modify example file technique folder access tool time change windowsir analysis masquerade timestamps mitre malware action,
T1016.001,connection discovery,system attempt attack response use internet ping http tracert route check software request determine server discovery connectivity code communicate s0097 way result mitre compromise website redirectors connect c2,ping system monitor compromise command process execute connectivity argument check internet
T1548.003,cache sudo,reflect mean edit use line prompt killall example spawn amount mechanism root osx page change code session monitor adversary process man timestamp authority need instance control db timeout ability file trail supply determine sudoers tty_tickets period order fall disable command feature macos var execute sudo script argument administrator principle dok issue treat time password user configuration require tty malware system create cache permission audit default sierra proton cybereason range group nopasswd affect isolation perform privilege run terminal,system sudo input cache name use argument id log functionality image base environment ability file technique sudoers information auditd data alert time code perform linux privilege user run monitor command process macos output variable directive owner suoders
T1560.003,custom method,algorithm use archival custom cipher utility encrypt implementation exfiltration reference data choose method compress xor compression stream part encryption,system script attempt function capture use administrator activity transit associate loss network file encrypt cycle exfiltration header construct intrusion extension focus data detection patch compress run prevention monitor detect type effort intent action
T1578,compute infrastructure,attempt instance permission snapshot evidence service presence bypass machine evade account defense access detection component infrastructure creation deletion prevent mandiant modification trend gain compute restriction,system view centralize azure create cloudtrail search roll capture multiple provider volume deactivation use review instance relate rollback snapshot activity audit persistence aws log operation example google presence behavior environment plan machine header block isolation account mount terminateinstances period procedure activation support usage component time change help vm management infrastructure storage user cloud monitor creation addition chain sequence configuration identify modification runinstances deletion absence type event part compute action
T1069,group permission discovery,account attempt information membership help group permission user,system view movement learn line argument activity associate log operation message service network gather behavior environment base window group powershell technique isolation construct instrumentation tool information data discovery acls list management monitor chain adversary command set process event part action
T1114,collection email,collect email trade contain adversary server information target data mail forward client,level system mailfwdby interact investigation indicator side volume correspond client connection use specific login administrator destination line activity face argument host match challenge location operation rule message organization parameter manage example network address mail window file powershell exchange ex authentication email account pattern header number construct receive access presentation exfiltration server tool information instrumentation detection auto code management user microsoft monitor appearance addition forwardingsmtpaddress compromise command feature process forward connect bear action mailbox
T1003.002,account manager security,system attempt attack secretsdump py store security use administrator s0008 host registry http manager mimikatz file s0002 sam hash technique account software material number access tool github memory code reg pwdumpx creddump7 gsecdump user mitre command require process database note,system create attempt attack config systemroot store avoid security use argument system32 copy registry http manager t1078 device others file sam parse hash technique account defense material access dump memory detection help code password monitor mitre compromise command execute database dumper
T1596.002,whois,resource attack search opportunity name use internet line t1598 t1584 t1199 whois reveal anyone registry http service potential reconnaissance actor utility source t1133 victim pillage ex technique block nameservers access server relationship information t1595 data remote rir query register infrastructure domain contact t1583 ip dns mitre threat compromise command target form assign trust,
T1542.001,system firmware,system input efi hardware mean computer firmware activity persistence functionality modify example bios software wikipedia interface install persist perform operate detect capability uefi output sophisticate,system efi attempt difference trustworthy firmware use log measurement image behavior hackingteam bios determine github module framework dump likewise patch change perform list occur chipsec analysis compare collect mcafee monitor mitre copernicus detect modification rootkit intel analyze blog
T1594,search victim website,t1586 key resource employee contain search attack comparitech opportunity name t1596 use t1598 t1199 reveal http location operation department variety address reconnaissance source victim ex technique email account access business relationship information data info leak t1566 role highlight contact t1589 site mitre compromise website target division form database detail t1585 trust,monitor attribute request metadata quantity web traffic crawl network reconnaissance originate agent succession field source referer activity
T1069.003,cloud group,team azure msolrole resource attempt v1 cmdlet provider use permission associate http aws bucket example google cli environment com get group leverage powershell exchange object googleapis account determine access tool github information raindance interface cloudidentity endpoint help code hill office role list acls user getbucketacl cloud microsoft adversary command target identity acl documentation api az ad owner member,collect monitor associate attempt command set process data event execute argument group permission activity list
T1574.011,weakness permission registry service,imagepath collector contain function use relate http persistence parameter exe example dll technique start controller currentcontrolset information subkey change code launch list context weakness restart hklm adversary anytime security control custom window kansa program file software account access export order tree sc escalation manipulate execution entry mitre execute key payload driver servicedll activity subkeys performance registry svchost s0075 malware_hides_service reg user domain flaw failurecommand identify configuration system t1059 create attack hkey_local_machine name microsoft_services_registry_tree store binpath insecure_reg_perms permission tweet servicename service modify networkservice group troj_zegost tool data privilege localservice hijack point,system update failure use argument value activity registry log parameter path service modify gather program powershell software start instrumentation currentcontrolset data change code launch management correlate show configure monitor execution hklm modification command process application see
